"spearman" "pvalcorr" "pvallinear" "pvalanova" "bootstrap" "pearson" "Ncount"
"rho68" -0.0760048575549269 0.0507951649136849 0.938847222040918 2.16551594084269e-92 "sigdifferent" 0.000379458293181938 661
"rho69" -0.32287712729184 1.27139417795736e-07 0.505957974322063 5.46958044062162e-21 "notsigdifferent" 0.0769451084465934 256
"rho70" -0.205677969450472 3.32043762440621e-05 0.0105713280592668 0.407611511369488 "notsigdifferent" 0.759726957018616 401
"rho71" -0.298251561888106 1.5657123233282e-10 0.326526431669875 6.86663472516875e-24 "notsigdifferent" 0.159778558862968 442
"rho72" -0.182056020914061 0.0168372530673961 0.153188741452508 3.12459763665813e-33 "notsigdifferent" 0.436473095485039 172
"rho73" -0.193857722971943 5.15011989008254e-06 0.103500714695483 4.54023684700759e-23 "notsigdifferent" 0.44149988316084 545
"rho74" -0.0776783155994576 0.237556387677421 0.962301642091323 4.5045644131496e-37 "sigdifferent" 0.000342635745849737 233
"rho75" -0.276915503387732 8.27026003625911e-07 0.302096492088445 3.14118885412665e-56 "sigdifferent" 0.175157517794072 307
"rho76" -0.285526515878249 1.08980074658619e-05 0.0070427585574035 4.02658027846065e-16 "notsigdifferent" 0.7282083829457 230
"rho77" -0.222751568104495 4.22198160961114e-05 0.238740672488468 4.8137091221058e-82 "sigdifferent" 0.221883230521905 332
"rho78" -0.140753352593589 0.00978575091745945 0.020872546152672 4.91987557548842e-63 "sigdifferent" 0.617018611097633 336
"rho79" -0.262486970891984 3.49480436336378e-06 0.00635775962149748 3.07721510652504e-111 "sigdifferent" 0.872673428956217 304
"rho80" -0.19323915537262 0.00193591837512748 0.0121615537865029 5.31278818208459e-37 "sigdifferent" 0.746476795237393 255
"rho81" -0.16995795565214 0.0038801674806179 0.0184852415856023 9.93521383356566e-10 "notsigdifferent" 0.631255916849998 287
"rho82" -0.316349817807425 1.02550891317303e-09 0.00170625359388853 3.50482075845597e-14 "notsigdifferent" 0.827950412327999 356
"rho83" -0.256553787787251 7.61063749374239e-08 0.0203501595382922 1.94570060985962e-21 "notsigdifferent" 0.560145299601755 427
"rho84" -0.323264471994066 8.94844197006296e-09 0.0021907528978166 1.12892964412612e-99 "sigdifferent" 0.869583540730715 302
"rho85" -0.371816053240822 4.29553228228581e-12 0.000155261125793879 4.54965551887329e-09 "notsigdifferent" 0.921596214131917 325
"rho86" -0.378194926550504 1.64403893558939e-08 0.000886476068415502 6.78464443835052e-36 "notsigdifferent" 0.861029100460387 209
"rho87" -0.146657601807751 0.0319961243192583 0.012399825585437 1.34369450094181e-18 "notsigdifferent" 0.74458863927314 214
"rho88" -0.20093654194978 0.00086000170327433 0.0013619727857605 2.17643459992719e-95 "sigdifferent" 0.891784817228176 272
"rho89" -0.296734996357867 4.23846081916328e-06 0.00060942652630599 3.11392880471341e-26 "sigdifferent" 0.831803707214311 232
"rho90" -0.265946828557379 7.49544880662745e-06 0.00365375291648639 2.47912725822997e-05 "notsigdifferent" 0.840720505387977 276
"rho91" -0.341537897712391 2.34016742886618e-07 0.000603267567006528 1.06397773490344e-25 "notsigdifferent" 0.877480093909473 218
"rho92" -0.323322429470484 5.08751707491274e-07 0.281810207996429 3.45727531514833e-21 "notsigdifferent" 0.225302959946641 231
"rho93" -0.385725088080012 7.39486488388962e-15 0.000112998370190543 1.23040335621069e-12 "notsigdifferent" 0.929402098694521 378
"rho94" -0.11122816964984 0.0701165283815752 0.863288514325572 9.5471399319859e-48 "notsigdifferent" 0.00535437160844762 266
"rho95" -0.158479205953085 0.000182539321661828 0.00388265682561023 9.82274167689165e-32 "notsigdifferent" 0.836904068989958 553
"rho96" -0.239348191174143 1.50534725004514e-05 0.0002168941353558 8.57620049478278e-136 "sigdifferent" 0.947660520093661 320
"rho97" -0.276333757038798 7.72315500647946e-08 0.00355362174426863 4.35365396446915e-27 "notsigdifferent" 0.842436732849553 366
"rho98" -0.151421453474768 0.00872890931051589 0.013385185162215 5.03788276051688e-26 "notsigdifferent" 0.737017497402401 299
"rho99" -0.296570589509249 5.33186079485665e-27 0.000110447102919986 1.93150475090111e-15 "notsigdifferent" 0.756931061760212 1260
"rho100" -0.282524451281229 7.24936272910119e-12 1.96971447314751e-05 5.56906843415348e-154 "sigdifferent" 0.765310094251678 567
"rho101" -0.0734171212573901 0.0582687158012692 0.00545824858426571 0 "sigdifferent" 0.813816221759476 666
"rho102" -0.317836173645813 4.82347006323296e-16 0.000389690788965123 0.000298982486082402 "notsigdifferent" 0.893848758119458 621
"rho103" -0.334502157804537 3.15817495461452e-10 2.95930242013628e-05 2.39895532032457e-102 "sigdifferent" 0.954681830034557 336
"rho104" -0.318927489897581 2.0818045043211e-21 8.31964240261982e-08 1.55734297333755e-35 "notsigdifferent" 0.879191533480245 844
"rho105" -0.334632503962678 2.78072661911215e-09 0.00166165469560877 5.13842357928396e-86 "sigdifferent" 0.777594623194795 300
"rho106" -0.220157144836054 3.12781115513021e-06 0.0586336510162577 2.02319474021708e-18 "notsigdifferent" 0.475033978528565 440
"rho107" -0.15486585372276 6.18308516344477e-11 1.56855420710303e-06 6.23990129349329e-42 "notsigdifferent" 0.772669841257148 1764
"rho108" -0.207801402997967 4.43312751936021e-08 0.00514309280064812 3.08295879471121e-41 "notsigdifferent" 0.416518941234347 681
"rho109" -0.130714591841934 8.78585734156455e-06 0.00335265300108062 1.70919060511686e-33 "notsigdifferent" 0.425379459545082 1149
"rho110" -0.194306766353349 7.33763569252338e-05 0.0177479945464316 1.91363412912073e-103 "sigdifferent" 0.635918141963469 411
"rho111" -0.291704289550671 4.27050188552162e-07 9.9141533667247e-06 1.49908381831952e-45 "sigdifferent" 0.968469260541178 290
"rho112" -0.236986756636073 1.03743582217781e-09 0.963143530592141 2.81642672852449e-100 "sigdifferent" 0.000471557389637779 647
"rho113" -0.304033064725675 4.97047394670147e-08 0.000967546226799021 5.46289665588415e-62 "sigdifferent" 0.856997309226713 309
"rho114" -0.304303845249208 5.31688939704255e-12 0.268419265552543 4.8285961631518e-27 "notsigdifferent" 0.198626151317389 492
"rho115" -0.294278093725485 3.28032747809381e-09 0.00502059789581879 5.16906370235039e-181 "sigdifferent" 0.819757878135065 389
"rho116" -0.328411013146132 4.96545558331731e-08 0.439242944738986 4.35887541888948e-109 "sigdifferent" 0.102594492368743 263
"rho117" -0.32635921128071 3.00740692711421e-22 1.37052060876248e-06 0.00745446007837305 "notsigdifferent" 0.820493169542456 838
"rho118" -0.159800816391735 0.0272300508892927 0.676992752098078 1.31464475553372e-28 "sigdifferent" 0.0309277667293546 191
"rho119" -0.105470803374715 0.100251820052588 0.00839521937730564 1.39482141343859e-12 "notsigdifferent" 0.780100532468047 244
"rho120" -0.138423093393691 0.0430892549452695 0.157527428072262 8.19943171557685e-76 "sigdifferent" 0.429757302033425 214
"rho121" -0.331375570550213 1.46281053635466e-09 0.624217007633254 2.73208507408608e-32 "notsigdifferent" 0.0361355972343866 317
"rho122" -0.208018725402746 6.07265293887538e-05 0.440024681565766 8.46781393445459e-38 "notsigdifferent" 0.102263237302226 366
"rho123" -0.211648660148134 0.000211502606660718 0.25260927155795 5.210289819367e-45 "notsigdifferent" 0.250509037772814 302
"rho124" -0.113761457990322 0.0394816693297799 0.352379895080178 3.10800002814729e-76 "sigdifferent" 0.108624828349288 328
"rho125" -0.220073372655948 1.45889195494473e-05 0.000321931122893561 4.44284443239883e-07 "notsigdifferent" 0.900308966272396 381
"rho126" -0.230103254122289 4.3130993500638e-05 0.00632655891370545 2.08792664126445e-12 "notsigdifferent" 0.80285709966737 310
"rho127" -0.266661095955226 4.36065126884507e-05 0.0521162562250775 1.57250014787796e-49 "notsigdifferent" 0.562698993023863 229
"rho128" -0.202582441862268 3.67030973537312e-05 0.00215552849480259 1.92674624845784e-56 "notsigdifferent" 0.870409293059003 409
"rho129" -0.337990207704371 6.7764823168433e-33 6.04038616825444e-06 5.40530282078036e-35 "notsigdifferent" 0.855379863655538 1179
"rho130" -0.291317426889923 9.74608892369126e-08 0.668696875654872 7.96379935502938e-38 "notsigdifferent" 0.0326100243003647 323
"rho131" -0.0470542496750607 0.132582988065153 0.0751332431540516 2.65412897396379e-75 "notsigdifferent" 0.383908326231846 1023
"rho132" -0.203924541811651 0.000200586323916787 0.0551681361625927 3.46119817721446e-27 "notsigdifferent" 0.38607790513954 328
"rho133" -0.269716272630755 2.67237950740566e-07 0.804239358836119 4.95220661820349e-29 "notsigdifferent" 0.00813989959438097 353
"rho134" -0.070636368360241 0.0124194527086093 0.000198935300685653 1.42410033695954e-308 "sigdifferent" 0.914919254059081 1252
"rho135" -0.100316662446863 7.53197892547476e-05 0.710989475722627 4.90327987971344e-190 "sigdifferent" 0.00828217223610654 1552
"rho136" -0.195648184754541 6.70293863336546e-06 0.00141859335722843 3.82771728001183e-84 "sigdifferent" 0.787143753674349 522
"rho137" -0.114876364504624 0.00621879416402978 0.441248079221255 2.98769099639412e-43 "notsigdifferent" 0.1017463947945 566
"rho138" -0.215833089541805 0.000456891107452951 0.521118850220292 5.58576638357467e-42 "sigdifferent" 0.0717986988851844 260
"rho139" -0.0125245191793329 0.861685852422416 0.772708396037342 6.85055803423062e-33 "notsigdifferent" 0.0149916534792472 196
"rho140" -0.245154063979697 2.57013871502299e-09 0.925292429078883 2.59054798841934e-81 "sigdifferent" 0.00159091864778506 575
"rho141" -0.0772567084705119 0.195826999070329 0.370791036168241 3.82334216816518e-57 "sigdifferent" 0.134885627888877 282
"rho142" -0.171800809058987 0.00859164397580143 0.0819812826500948 2.48157405426869e-48 "sigdifferent" 0.485367951261817 233
"rho143" -0.30131313033103 1.02487366094921e-05 0.535047988663401 4.10415373340996e-21 "notsigdifferent" 0.0672739936803558 207
"rho144" -0.199183524048826 0.000265604258294335 0.00726560059366895 2.43109258523935e-14 "notsigdifferent" 0.725492306952631 331
"rho145" -0.217182877561964 4.49276311052662e-06 0.269757751759212 4.56567624347314e-38 "notsigdifferent" 0.170237329275476 438
"rho146" -0.0155337620516922 0.827613481418523 0.826123261847591 2.61116619440746e-34 "notsigdifferent" 0.010602165938655 199
"rho147" -0.146546340728068 0.0174014004395434 0.00335020074798281 1.34617932170088e-15 "notsigdifferent" 0.78590370997222 263
"rho148" -0.0682207147698898 0.263959339525504 0.741925496371631 4.77511588966136e-58 "sigdifferent" 0.0194425452038768 270
"rho149" -0.208188818309467 0.000136061182421939 0.00876842039888171 1.70143691058052e-25 "notsigdifferent" 0.708548805619983 331
"rho150" -0.242476390771076 3.99105930679691e-05 0.228074176984355 4.12492558147678e-34 "notsigdifferent" 0.199524061477965 281
"rho151" -0.264518717293746 3.65950802693775e-06 0.00679792403121541 3.94151023109526e-26 "notsigdifferent" 0.797300610097424 298
"rho152" -0.230094215191339 0.000281256263218239 0.0053220742193603 5.18118675937751e-41 "sigdifferent" 0.693554173346849 245
"rho153" -0.125102817385242 0.00661520853825897 0.00972020945280699 2.8825200021897e-56 "notsigdifferent" 0.69884952525968 470
"rho154" -0.296320388114753 3.39767115691259e-08 0.00253851479761173 1.43001156605592e-60 "sigdifferent" 0.80427420893599 334
"rho155" -0.343608991057468 4.79138950280781e-10 0.00124682616164966 7.66758294402316e-38 "sigdifferent" 0.794642241578258 311
"rho156" -0.280345084626917 3.58258748480577e-07 0.00124744840763013 8.63503516676392e-05 "notsigdifferent" 0.844631995391826 319
"rho157" -0.128725365103 0.0281219248268828 0.635840185241862 1.04892019349112e-26 "notsigdifferent" 0.0483019215962743 291
"rho158" -0.065932534572976 0.308043389254646 0.266657800993871 6.61984958042087e-56 "sigdifferent" 0.238059301432934 241
"rho159" -0.055765930897942 0.287972801056964 0.0600285648821381 5.19769984285942e-119 "sigdifferent" 0.539688257544252 365
"rho160" -0.239210875234422 0.000201406200562916 0.0581990054180586 5.84629574404598e-23 "sigdifferent" 0.422183157665399 237
"rho161" -0.167000735267946 0.00455720063083617 0.311991393865864 3.83213377685621e-66 "sigdifferent" 0.201760085635351 287
"rho162" -0.178687947394556 0.00623935342336483 0.00291000877923143 2.92139292104324e-35 "notsigdifferent" 0.795429333043607 233
"rho163" -0.167434381420202 4.63532581003556e-05 0.604948292121988 5.21281549000654e-78 "sigdifferent" 0.0472853098179424 586
"rho164" -0.181698518775242 1.77738748334929e-05 0.00384849084287376 4.55097244943319e-59 "notsigdifferent" 0.837464653645204 551
"rho165" -0.113318327990103 0.0551697433540279 0.0559565064675974 5.80315988056245e-28 "notsigdifferent" 0.551249518347899 287
"rho166" -0.16009437660419 0.000460740700225216 0.0374890882234014 6.06100152672802e-53 "notsigdifferent" 0.612511845610285 475
"rho167" -0.220063818364517 1.67446815443174e-07 0.00113457282191789 1.33997173735771e-86 "sigdifferent" 0.899292261754873 554
"rho168" -0.224024130681407 0.0013503582581597 0.000542750204972698 2.14404628943447e-142 "sigdifferent" 0.924721792023851 202
"rho169" -0.199066252501532 4.25620944021624e-07 0.0162735821631011 1.68638022313799e-95 "sigdifferent" 0.645674351810254 635
"rho170" -0.275050675369069 5.98433053071138e-06 6.20933753068547e-05 5.11827627834441e-85 "sigdifferent" 0.942078081388786 263
"rho171" -0.175837884064174 0.000938360015987762 0.624362803038304 2.7442180490249e-69 "sigdifferent" 0.0424780341964151 351
"rho172" -0.0782917420578433 0.249696984437424 0.0250518750291021 5.7225981086194e-19 "notsigdifferent" 0.753115108105357 218
"rho173" -0.173460820495531 2.16291348558024e-05 0.00227102012591453 0.0254130024644042 "notsigdifferent" 0.867731998570046 593
"rho174" -0.224810594346964 7.1660633453728e-06 7.4004545711178e-05 5.97835733590594e-146 "sigdifferent" 0.938616781021614 391
"rho175" -0.297540425815898 8.17832550411913e-09 0.00343672102970549 1.30372659310563e-62 "sigdifferent" 0.78413448199563 361
"rho176" -0.185981722316631 0.00820770049521491 0.00525794714023283 2.38585312038858e-92 "sigdifferent" 0.88396728061909 201
"rho177" -0.135580251407174 0.0291474835893262 0.34620543978252 3.53460377953449e-32 "notsigdifferent" 0.177706349501609 259
"rho178" -0.146802599299276 0.00593189095630338 0.0492709835573947 9.4132601866805e-55 "sigdifferent" 0.571562255250978 350
"rho179" -0.206385677233414 0.000521878718066119 0.768477809885527 9.43647151927013e-41 "sigdifferent" 0.0189555059536937 279
"rho180" -0.170891433981655 0.00270656195770268 0.428669689593746 6.26671301497452e-59 "sigdifferent" 0.129076363770764 306
"rho181" -0.295004547122512 4.99258403192003e-07 0.658136315533817 6.03484315259401e-68 "sigdifferent" 0.0423117923044894 280
"rho182" -0.259374067785523 0.000224289990450751 0.00501784394175074 1.39874995075503e-40 "sigdifferent" 0.819796272781043 198
"rho183" -0.2188234064815 0.00079141935405803 0.0155612485454927 5.9947051804511e-19 "notsigdifferent" 0.721481033223082 232
"rho184" -0.137413047412182 0.0505796843703265 0.0253658620391606 1.12255602962782e-37 "notsigdifferent" 0.751648591995507 203
"rho185" -0.0576936963191352 0.38589267349739 0.391442354562568 1.7247149878857e-38 "sigdifferent" 0.124417940206906 228
"rho186" -0.0937828709983425 0.00615415829021991 0.812064892211567 1.93131886318708e-297 "sigdifferent" 0.0124083397531533 852
"rho187" -0.0936407106598244 0.0249905202328755 0.00950446786888543 5.55065001811475e-150 "sigdifferent" 0.441809830149409 573
"rho188" -0.115916854660973 0.00314965708186768 0.000189183803780645 3.43219130747817e-06 "notsigdifferent" 0.700457238451434 647
"rho189" -0.144768561553545 0.01515081511645 0.12960841112962 3.62444671249883e-60 "sigdifferent" 0.39658408569952 281
"rho190" -0.205670810656089 6.88503552844917e-11 0.477055301226571 1.64663391110609e-102 "notsigdifferent" 0.0874304839585956 987
"rho191" -0.335319248875035 2.50716389866966e-20 0.000363624796002042 9.49146933392787e-79 "sigdifferent" 0.667100615873423 718
"rho192" -0.0765326181227261 0.0466919903324589 7.53925932349045e-05 1.37506185599844e-120 "sigdifferent" 0.685236629877239 676
"rho193" -0.193083947393586 6.33599163780637e-06 0.00139143934474418 0.140734276841518 "notsigdifferent" 0.839000875418264 539
"rho194" -0.198214663689531 0.000616998258991763 0.0100796710626215 3.0441450277398e-28 "notsigdifferent" 0.695360223735872 295
"rho195" -0.0769279664176311 0.134941392524952 0.679394082643902 2.20545389788977e-47 "notsigdifferent" 0.0370152031503639 379
"rho196" -0.0753461757349718 0.0204010093046263 0.000495719325816365 1.17731150487321e-142 "sigdifferent" 0.927372915267536 947
"rho197" -0.283094887053249 4.61906915932532e-16 0.0633347511656348 4.80980532105136e-69 "sigdifferent" 0.240697921046849 792
"rho198" -0.293661429718139 6.20947485955876e-07 0.00481045093376897 1.61471395394997e-15 "notsigdifferent" 0.759448310522877 278
"rho199" -0.221156459417212 1.66940433301309e-06 0.770601159618372 4.37903669817863e-44 "notsigdifferent" 0.0186028220129834 460
"rho200" -0.0312337567409537 0.605389863632265 0.164560584061202 9.2119773169903e-45 "sigdifferent" 0.346297664022022 276
"rho201" -0.170760170448411 0.00359401470845256 0.0561603474090231 9.21287864012705e-64 "sigdifferent" 0.550657148872125 289
"rho202" -0.163230258163583 0.00351210828525689 0.287026544843943 9.97487494047058e-30 "notsigdifferent" 0.159441414706278 318
"rho203" -0.310264310050171 8.06027564952358e-07 0.00446972317248935 1.731247212719e-23 "notsigdifferent" 0.827716664240052 243
"rho204" -0.291557238909283 1.89224069232904e-07 0.0164013216145267 9.05070756296548e-62 "sigdifferent" 0.584656745972212 308
"rho205" -0.231170764328623 0.000989545697591614 0.0134812236668894 3.58162532136535e-16 "notsigdifferent" 0.6660310937138 200
"rho206" -0.218465202475628 0.000637339925958426 0.5268463427131 1.35385471481777e-30 "sigdifferent" 0.0595601255588663 241
"rho207" -0.33341708257091 2.11131198663992e-07 0.00544863769396892 4.03390202107218e-65 "sigdifferent" 0.813943435706682 231
"rho208" -0.166424017040509 0.00549117312299446 0.0349425244130888 1.79124048734391e-31 "sigdifferent" 0.493087983171633 277
"rho209" -0.195000129432908 6.90632770767513e-05 0.00154920458177979 1.23712956745198e-24 "notsigdifferent" 0.833270843348618 411
"rho210" -0.0398099880132186 0.354055257202459 0.224732123490021 3.45384152692408e-34 "notsigdifferent" 0.202099077174124 544
"rho211" -0.235944798179592 1.49073698813841e-10 0.00177630354321398 3.48065447376033e-109 "sigdifferent" 0.825685104927819 719
"rho212" -0.241771849757969 6.4354850164542e-17 9.29261815309295e-06 4.58455750345326e-127 "sigdifferent" 0.7904877329666 1162
"rho213" -0.318711226487568 4.31681368794151e-07 0.000641496234626963 1.88395588929736e-23 "sigdifferent" 0.829374751785795 241
"rho214" -0.176065433959525 0.000939724109024386 0.00365619689855529 3.83209549670748e-55 "sigdifferent" 0.779780311283344 350
"rho215" -0.179180587164672 0.00348682774089723 0.0409862532749125 2.63257128176243e-63 "sigdifferent" 0.688570265802286 264
"rho216" -0.163266304005252 0.00539933486566744 0.969577722824023 2.8523107220152e-39 "sigdifferent" 0.000263350040941883 289
"rho217" -0.20756866728635 7.42038814245885e-05 0.170127800538398 3.62423544994822e-23 "notsigdifferent" 0.250345807389754 359
