"spearman" "pvalcorr" "pvallinear" "pvalanova" "bootstrap" "pearson" "Ncount"
"rho218" -0.150351079489394 0.00273775071073441 0.916670499680894 3.05539259153021e-56 "sigdifferent" 0.0016778446554747 395
"rho219" -0.209060881653238 3.19246624295764e-06 0.00339700294273382 0.279355665731945 "notsigdifferent" 0.729035604376854 488
"rho220" -0.250795328009873 3.86845540678761e-17 0.0286450027844406 3.80562961768063e-73 "sigdifferent" 0.2981954728818 1093
"rho221" -0.261942036383536 7.15355608294293e-06 0.1052892984044 1.86576284565158e-46 "sigdifferent" 0.377132085737464 286
"rho222" -0.187996063806475 0.00091475119706398 0.00273296098995403 5.84571793501192e-68 "notsigdifferent" 0.915860911742254 308
"rho223" -0.18287119634295 0.00447971276941645 0.0587279772868163 7.64042038551585e-18 "notsigdifferent" 0.474782502951273 240
"rho224" -0.211524756030662 1.68491329260198e-05 0.034726881104858 5.48312745604014e-88 "sigdifferent" 0.623342590611079 407
"rho225" -0.301573912668097 1.376008856483e-06 0.181384910654684 1.10427924271944e-08 "notsigdifferent" 0.239313294884774 247
"rho226" -0.300538320257 6.91168693759966e-09 0.00768309762231365 3.67908041942935e-43 "notsigdifferent" 0.787488249300974 357
"rho227" -0.259991420296731 6.51053987423774e-06 0.00167520305511131 6.42368609296411e-20 "notsigdifferent" 0.777093312875117 293
"rho228" -0.223555286428261 0.000196066424848305 0.209282055502719 6.36080263576294e-23 "notsigdifferent" 0.247876466899596 273
"rho229" -0.126684857085652 0.00706487029409459 0.0106667869695779 4.01050340463552e-47 "sigdifferent" 0.689844832285192 451
"rho230" -0.187761526662834 0.00311391740332623 0.000428511716927121 1.79130918378484e-12 "notsigdifferent" 0.931442151843228 246
"rho231" -0.100361183607072 0.0116551535863024 0.000409695197497704 2.72572660550787e-24 "notsigdifferent" 0.932650282099395 631
"rho232" -0.0857920025940179 0.0122917918396076 0.0104562726280275 3.11720807828407e-103 "notsigdifferent" 0.760733584775106 851
"rho233" -0.251853973576513 1.32680986209682e-05 0.318199738143117 1.90445537510906e-49 "sigdifferent" 0.197199331016431 292
"rho234" -0.129116530550289 0.00581335079790299 0.0813206317942158 3.27277379655125e-114 "sigdifferent" 0.486840959557402 455
"rho235" -0.155684975100074 0.000289171560973726 0.0265469896278701 3.8989924143506e-67 "notsigdifferent" 0.74622025591379 538
"rho236" -0.142300529214399 0.00150275978884606 0.0141531446758023 8.2705424183734e-11 "notsigdifferent" 0.812204946306482 495
"rho237" -0.357976445431016 6.87536514596777e-10 0.0178753495624758 1.2518364337352e-35 "notsigdifferent" 0.635102994879816 280
"rho238" -0.217164659840243 1.146003177065e-05 0.00148194334455762 0.672440026338103 "notsigdifferent" 0.835662607255816 401
"rho239" -0.186613421046316 3.41548336460757e-07 0.0209307888030385 1.88424508272282e-39 "notsigdifferent" 0.616686236153516 736
"rho240" -0.204489945437088 0.00138138435442653 0.00254615363289327 5.09597436071176e-24 "notsigdifferent" 0.804083657008572 242
"rho241" -0.273121981719849 5.52609530345731e-09 0.00132991773434167 0.410027883388464 "notsigdifferent" 0.841355714145038 441
"rho242" -0.206743828647293 2.44004216385991e-06 0.00576099963125272 0.0251159281765158 "notsigdifferent" 0.809878638461277 511
"rho243" -0.263139993468575 1.56207973171219e-06 0.00142725763166245 0.00027949931277264 "notsigdifferent" 0.837662467242511 324
"rho244" -0.235022992031764 4.4609422557606e-07 0.000580180836573648 7.19955989674357e-173 "sigdifferent" 0.922710307387605 451
"rho245" -0.199310324791238 9.33308093071704e-09 0.000982131995221097 1.11981521606552e-26 "notsigdifferent" 0.856296589929234 816
"rho246" -0.327047797810961 2.51055003175178e-08 0.295471214042763 5.88136776736398e-40 "sigdifferent" 0.179555145771654 277
"rho247" -0.256107644537454 1.05695736620729e-08 0.00502022087676449 2.11911495984415e-128 "sigdifferent" 0.756128247100419 485
"rho248" -0.18113675837377 0.00109545197643645 0.0179573592132882 3.95745647660702e-122 "sigdifferent" 0.634580281325514 322
"rho249" -0.226455938081069 0.000343125617283106 0.00753772371974012 6.15545846258695e-37 "sigdifferent" 0.663086986068486 246
"rho250" -0.221776598816274 1.97367868300964e-06 0.0142812500683488 6.55077412163977e-13 "notsigdifferent" 0.659914193410848 451
"rho251" -0.302465380502257 2.93421760264164e-08 0.000852924275949462 5.71114349278138e-105 "sigdifferent" 0.910005767514266 323
"rho252" -0.205236432280468 9.74193184493539e-08 0.00208359462736531 0.545821491231318 "notsigdifferent" 0.816413063930429 663
"rho253" -0.305432869486976 8.95507442923368e-07 0.00490191891165984 1.75292083247933e-09 "notsigdifferent" 0.700365272338495 249
"rho254" -0.2368052075816 8.02030713946390e-09 0.0748373404281278 2.12604444681283e-37 "notsigdifferent" 0.384513462978767 579
"rho255" -0.246861105179176 2.54761143357904e-07 0.101804352340115 1.09916501405056e-73 "sigdifferent" 0.444700864569249 425
"rho256" -0.197455296797618 0.00754407993872928 0.0120579707045326 0.000548384755401289 "notsigdifferent" 0.67758162103254 182
"rho257" -0.116443712312126 0.0717580004300746 0.29342900326222 3.48317050476536e-42 "sigdifferent" 0.180931364439213 240
"rho258" -0.194980971253181 0.000713635519939785 0.00772651933549311 5.49601246517074e-132 "sigdifferent" 0.859967340196088 298
"rho259" -0.162274579520869 0.0119972596274588 0.0362240951514114 3.16281609469942e-22 "notsigdifferent" 0.617403131201461 239
"rho260" -0.0655035629523438 0.309188146625037 0.0190880320577232 1.98568971498237e-44 "sigdifferent" 0.699037430752684 243
"rho261" -0.153149038360442 0.0053736190151598 0.0673176155805918 1.62143068574561e-35 "sigdifferent" 0.520290913808947 329
"rho262" -0.180650356260968 0.00145383671303488 0.339711660812208 8.17987040794609e-24 "notsigdifferent" 0.130382602652248 308
"rho263" -0.241043592095613 4.35617656455407e-07 0.131888561207218 1.4732294433617e-30 "notsigdifferent" 0.336242791631881 429
"rho264" -0.0727209737915672 0.225123042365649 0.35032829948686 8.09994672752236e-23 "notsigdifferent" 0.125139824394737 280
"rho265" -0.213343584665587 0.000174107873845144 0.032691087563274 9.56865594109295e-64 "sigdifferent" 0.631699762522977 305
"rho266" -0.149747082239926 0.0125920761811946 0.34059996160964 9.38193857819769e-38 "sigdifferent" 0.15147351245563 277
"rho267" -0.22416072515428 0.000598601159939631 0.3101110946036 5.67486674085e-60 "sigdifferent" 0.146042282909871 231
"rho268" -0.322655071119075 1.786679439788e-06 0.286296952049113 5.88487873042257e-25 "notsigdifferent" 0.221651289446531 210
"rho269" -0.142541807051918 0.0358723796831493 0.0280325368368329 4.20694688924836e-19 "notsigdifferent" 0.652219891673133 217
"rho270" -0.264784216309959 4.16080444618732e-06 0.0112416095020052 6.42141789805452e-11 "notsigdifferent" 0.75399696324276 294
"rho271" -0.256773853803273 5.11773730515954e-05 0.0638816106795496 1.73556972621825e-26 "notsigdifferent" 0.461488173420341 243
"rho272" -0.173421330691176 0.0124560622356629 0.00748682537925234 1.37088199527789e-12 "notsigdifferent" 0.722852914202042 207
"rho273" -0.244010656353215 0.00175320246787033 0.046252433281677 5.73567822115532e-59 "sigdifferent" 0.6705096980633 162
"rho274" -0.194047758684045 0.0011707929802255 0.0828413950972988 1.69440419721897e-61 "sigdifferent" 0.483462952325932 277
"rho275" -0.125321808614333 0.0020836069411999 0.068775178604245 1.45244872045827e-45 "notsigdifferent" 0.449604473861201 601
"rho276" 0.0830777720389464 0.0139084373472444 0.000140755724093387 7.92640200695804e-159 "sigdifferent" 0.888550761183018 876
"rho277" -0.236477006993999 1.25575090074203e-05 0.000735815343124549 8.0770277502047e-134 "sigdifferent" 0.869244482459762 334
"rho278" -0.191014853845962 4.28938422575582e-08 0.0909090600495842 1.69371803217452e-85 "sigdifferent" 0.219705546242332 810
"rho279" -0.162214841071434 0.00554293259045314 0.0101693154259458 8.01924642241929e-45 "sigdifferent" 0.694503720443237 291
"rho280" -0.138881446029173 0.0428875223807685 0.0332985318671332 5.59779591147643e-15 "notsigdifferent" 0.629170637298895 213
"rho281" -0.192241315797231 0.000753002910945648 0.134624621771718 3.83161082100827e-84 "sigdifferent" 0.388760199217625 304
"rho282" -0.0981681640706256 0.0333611751084344 0.244433480359315 2.76172063054996e-43 "notsigdifferent" 0.258050956906521 470
"rho283" -0.0961801478259988 0.0327547392849082 0.262650670032104 4.10763052158251e-21 "notsigdifferent" 0.202942577149908 493
"rho284" -0.38037548394631 9.70570035846012e-09 0.0112204254716305 4.67461775451326e-38 "sigdifferent" 0.754174678514629 213
"rho285" -0.112757775840396 0.00537754132853387 0.270138634672682 1.88545903672537e-80 "sigdifferent" 0.0926024351740422 608
"rho286" -0.140327379470253 5.24316843233404e-05 0.346964943784492 3.92424917086097e-68 "notsigdifferent" 0.0682485193165012 825
"rho287" -0.118554308746206 0.000874443574112751 5.52476722164486e-05 7.05471068281976e-44 "notsigdifferent" 0.698562580019249 785
"rho288" -0.194691649820007 0.000120771184283301 0.0108975713002555 1.27363503640819e-57 "sigdifferent" 0.756910000729945 385
"rho289" -0.297385824201575 3.57759055984968e-29 4.75899629083543e-07 0.00394245541054645 "notsigdifferent" 0.726517030240519 1360
"rho290" -0.247806459897156 2.97488873527531e-06 0.00136262226588396 4.19558933627939e-165 "sigdifferent" 0.89176452259565 347
"rho291" 0.0353436394102542 0.356384409822332 0.570196702697662 1.40415490834496e-81 "sigdifferent" 0.020570530894939 683
"rho292" -0.224078199109631 2.66153344611788e-09 0.081344896367203 5.17351044845637e-31 "notsigdifferent" 0.201256222539585 690
"rho293" -0.252447478615538 0.000234452456460673 0.00751697744747154 1.47957602234206e-43 "sigdifferent" 0.722497414058292 208
"rho294" -0.0919127949538836 0.00417031721823533 0.890204739413545 2.93550865412467e-151 "notsigdifferent" 0.00223556687228256 970
"rho295" -0.180615335949949 0.0011534982450052 0.187245255885398 3.23281284919254e-35 "notsigdifferent" 0.269627272592194 321
"rho296" -0.152649720896626 0.00163985115241403 0.00941227615474816 4.45820389490336e-36 "notsigdifferent" 0.77020707187265 423
"rho297" -0.177381215465297 0.00102058896459021 0.00328029264649378 4.75503009009975e-21 "notsigdifferent" 0.847280108263391 340
"rho298" -0.26318553938937 8.07285635597586e-05 0.0023280330239161 7.82271067760209e-35 "sigdifferent" 0.809687201942011 219
"rho299" -0.211884111494533 0.00234751949293915 0.005106854662339 2.10855360447207e-49 "sigdifferent" 0.885612067642172 204
"rho300" -0.223996546665362 2.25227271916772e-06 0.0750978082547614 9.6373682415032e-23 "notsigdifferent" 0.435179889576513 437
"rho301" -0.0671389330754003 0.0137872455186103 0.000149486557993344 5.03196480706016e-159 "sigdifferent" 0.711674434755147 1345
"rho302" -0.128586835568152 7.88444326667455e-06 0.173943898198928 5.31847178120707e-114 "notsigdifferent" 0.28389404821734 1200
"rho303" -0.263432930200616 1.12659813050167e-06 0.00331203108872607 2.58084616283614e-23 "notsigdifferent" 0.730916739141608 332
"rho304" -0.182669606876714 6.38793655229597e-07 0.00162442017408067 1.01111366475274e-80 "notsigdifferent" 0.778987961733289 733
"rho305" -0.339383176128202 2.16394460064207e-23 0.00540273592959035 2.25467588844969e-79 "notsigdifferent" 0.750313979512331 814
"rho306" -0.107051441364525 0.00145300000411127 0.00744724413889671 2.61950264909924e-93 "notsigdifferent" 0.723321109019133 882
"rho307" -0.202848209377868 5.42620317065756e-19 0.0660003581394686 7.15608829167095e-78 "notsigdifferent" 0.254208289254001 1889
"rho308" -0.265915638026512 2.82701675125452e-07 0.0376374441446576 9.13749539695833e-52 "sigdifferent" 0.611945502992351 362
"rho309" -0.0887305936432362 0.000393281072484042 0.683115589077294 4.16622114653006e-168 "notsigdifferent" 0.0252342430256772 1592
"rho310" -0.200456889751079 0.00345290368234595 0.0169804180291478 1.94868439574604e-36 "sigdifferent" 0.640921746789609 211
"rho311" -0.174440196120246 0.000548336495205409 0.0434164419035691 3.90258067638974e-09 "notsigdifferent" 0.520343884555367 389
"rho312" -0.277124570328254 1.09662238178897e-20 1.69791663816586e-07 0.222450362952746 "notsigdifferent" 0.866351918512953 1091
"rho313" -0.29638892763944 4.60227862316258e-07 0.00103726507449849 6.44813872139734e-11 "notsigdifferent" 0.853710190457227 279
"rho314" -0.276835655816644 4.92761069548954e-32 3.6702575024782e-08 2.29566204155679e-11 "notsigdifferent" 0.874779106914367 1743
"rho315" -0.231330167131572 1.26857947005609e-05 0.000174717998996784 7.1529985446982e-33 "notsigdifferent" 0.881553101318819 349
"rho316" -0.310978789904243 3.98212414841992e-09 0.264630642473517 9.81491227389107e-21 "notsigdifferent" 0.201450533371951 343
"rho317" -0.124572267895334 0.00089457107435232 0.979930724202896 2.74129349627059e-81 "notsigdifferent" 4.68418481610619e-05 708
"rho318" -0.173429946423313 2.85308968604439e-13 0.0097996970623469 9.83061950181943e-104 "notsigdifferent" 0.389246450388559 1748
"rho319" -0.305042957575554 8.17549193096369e-08 9.69042713077135e-05 6.07599446250555e-85 "sigdifferent" 0.961999359572532 297
"rho320" -0.171170174717289 1.89906817759756e-13 0.320031857162078 2.14043934340951e-242 "notsigdifferent" 0.0617610371852375 1822
"rho321" -0.310195841612644 4.80152806701776e-08 0.000423972131309066 0.000740934667539723 "notsigdifferent" 0.890867748102586 297
"rho322" -0.257576866256836 4.50057883193873e-05 0.0240633264157079 9.93922294925098e-51 "sigdifferent" 0.671566129286297 245
"rho323" -0.300142411888327 7.49949372407865e-06 0.00587707819963076 5.5341837233533e-80 "sigdifferent" 0.808403356359809 215
"rho324" -0.0896289363392319 0.151129286756636 0.613465668755728 2.44862975006847e-53 "sigdifferent" 0.0451385932063148 258
"rho325" -0.0110465759377919 0.666746787573849 0.000700833016179159 0 "sigdifferent" 0.825104232060922 1522
"rho326" -0.27485085402851 6.40898168329786e-11 0.0232316440351239 1.48012083598402e-52 "notsigdifferent" 0.604057873412872 546
"rho327" -0.184900795338805 5.12353304819638e-05 0.0346544111476578 2.41358159504679e-112 "sigdifferent" 0.623634391063245 474
"rho328" -0.261900438037476 2.45357917234241e-05 3.85194916385082e-05 5.85954512747079e-111 "sigdifferent" 0.950545887244826 253
"rho329" -0.214143376720553 8.67422737944519e-09 9.50435039857034e-06 6.97972070502864e-56 "sigdifferent" 0.789772631306111 708
"rho330" -0.24367199427124 4.87329022604694e-05 0.000714463908414851 0.537483847312491 "notsigdifferent" 0.870498881916595 272
"rho331" -0.269539746031866 2.00487639785061e-06 0.0273126754188153 1.94880295118557e-38 "sigdifferent" 0.524661872279015 302
"rho332" -0.204805238047562 0.00639804520508427 0.93863390741391 5.21869297629329e-23 "notsigdifferent" 0.00130836078789518 176
"rho333" -0.0125173561548875 0.621741123719511 0.817337993404298 1.49110434013795e-207 "sigdifferent" 0.00961307210944073 1556
"rho334" -0.176092481502516 4.0385512077445e-06 0.186469515043343 1.04810451104211e-56 "sigdifferent" 0.121150287126538 677
"rho335" -0.202504368832833 8.56124368069924e-05 0.691759096623036 6.13202570126465e-55 "notsigdifferent" 0.0280568623440516 371
"rho336" -0.269105719094809 0.00010345076970491 0.327566019315471 3.55732468022265e-24 "notsigdifferent" 0.159151784833336 203
"rho337" -0.0388093681010663 0.145814496948971 0.00155225834429075 0 "sigdifferent" 0.833163952225973 1406
"rho338" -0.255942455040714 1.82490296239332e-15 0.0383817382722604 4.29992731170726e-81 "sigdifferent" 0.2899219198655 936
"rho339" -0.342875478529372 1.11531223049039e-23 2.47536249069712e-07 0.0223937535499799 "notsigdifferent" 0.818951179862934 807
"rho340" -0.206204806264033 1.05956462323664e-05 0.000105703780375244 3.1062196353279e-34 "notsigdifferent" 0.93094106020927 449
"rho341" -0.207004838476005 0.000248473680568537 0.00489796637288411 6.77963038031996e-16 "notsigdifferent" 0.821480493235613 309
"rho342" -0.201118089953988 0.000972179550806017 0.00803144953842185 3.5877497108743e-56 "notsigdifferent" 0.857302324151792 266
"rho343" -0.120179725169956 0.0986113809469319 0.871284343083748 5.35352629619479e-25 "notsigdifferent" 0.00474249440653784 190
"rho344" -0.228179509439164 1.18782401567649e-18 1.10549678951248e-07 2.51939035740544e-21 "notsigdifferent" 0.893196308744356 1456
"rho345" -0.093728076510673 0.0189032062807732 3.31603546877921e-05 8.2894167772761e-37 "sigdifferent" 0.693779043894058 627
"rho346" -0.127046776572594 0.00503228105721108 0.872966149569682 4.29500479887726e-67 "notsigdifferent" 0.00391391449303345 486
"rho347" -0.310119199151285 1.37517471602822e-07 0.00247598241269258 1.69705255299935e-12 "notsigdifferent" 0.751647206628019 277
"rho348" -0.0853210195620581 0.177835277975036 0.313219260505746 2.23273167078919e-52 "sigdifferent" 0.200850824557171 251
"rho349" -0.121299241697136 0.047696352604986 0.0423200897698827 1.90050723011714e-98 "sigdifferent" 0.59479348505736 267
"rho350" -0.103718994994623 0.0977519197054046 0.0819874349314168 6.22957553503554e-18 "notsigdifferent" 0.57166111952858 256
"rho351" -0.113271499552041 0.0588116712513957 0.0345279709912783 1.4415423803951e-31 "sigdifferent" 0.494657396144912 279
"rho352" -0.0878207864579166 0.13570988819379 0.539007764258311 1.61041188002852e-27 "notsigdifferent" 0.0562259250810578 290
"rho353" -0.144384100452646 0.0102928014926393 0.0186432684578208 2.16696246053381e-20 "notsigdifferent" 0.630273971879329 315
"rho354" -0.12628380195053 0.00932222881973365 0.36856573772283 7.60409440307434e-37 "notsigdifferent" 0.13605452724769 423
"rho355" -0.073721973097429 0.196942657266208 0.243381217171438 2.68514135559232e-47 "notsigdifferent" 0.259038248295845 308
"rho356" -0.201577618107156 4.29098666405439e-05 0.825115770177793 8.32374884103332e-74 "notsigdifferent" 0.00880232288772834 406
"rho357" -0.269463141676803 0.000177169817745942 0.00513659154792417 0.00017533783594986 "notsigdifferent" 0.69650988170926 189
"rho358" -0.223997498829411 1.69347894801752e-05 0.000962765640816812 1.53122659874342e-36 "notsigdifferent" 0.808901967637838 362
"rho359" -0.0462319325039442 0.480610931046721 0.183979755503283 7.94136365572089e-24 "notsigdifferent" 0.273044486922673 235
"rho360" -0.113947009588387 0.00871259815202107 0.792232218974524 1.65692424466578e-74 "notsigdifferent" 0.0124849361961317 529
"rho361" -0.0702371588799791 0.189879458391487 0.531869581216342 1.02498781303238e-91 "sigdifferent" 0.050651973874727 350
"rho362" -0.132958289200789 0.0338231993220731 0.0116809841860593 5.13155980562731e-52 "sigdifferent" 0.75035814614384 255
"rho363" -0.153053673000099 0.00519419679066197 0.0321424160217003 8.60363929901545e-28 "notsigdifferent" 0.634011236296908 332
"rho364" -0.0865423545136208 0.0916312480810335 0.00409651001441834 1.02276845402154e-20 "notsigdifferent" 0.771561777894082 381
"rho365" -0.167568371556761 6.08015963842656e-05 0.0167197688053945 4.27756068388302e-62 "notsigdifferent" 0.64265756341869 567
"rho366" -0.293497912999127 3.56750453570272e-06 2.38741877496954e-05 7.35409711747587e-13 "notsigdifferent" 0.932513337829344 241
"rho367" -0.134910667290895 2.35056902808358e-05 6.78698913964783e-05 4.4308570103946e-142 "notsigdifferent" 0.940348476401536 976
"rho368" -0.246785658852089 2.27971509281585e-05 0.000855108651339855 1.09336977261856e-13 "notsigdifferent" 0.815116297765748 288
"rho369" -0.214229132810843 0.00477341599398245 0.0376090608391719 1.39459763522806e-14 "notsigdifferent" 0.612053738924287 172
"rho370" -0.223747700978085 2.43994074531273e-06 0.00201448342656138 2.00584613051724e-86 "sigdifferent" 0.818412240209357 435
"rho371" -0.30240068002513 1.13854853486039e-16 0.00308787921820432 3.23028702814979e-64 "sigdifferent" 0.476271285978515 719
"rho372" -0.201794353375781 0.000682365588630314 0.0371288992689022 5.11905069191905e-48 "sigdifferent" 0.613893144081183 280
"rho373" -0.172116515368904 0.01431098021342 0.676436219522592 2.04850651329594e-33 "notsigdifferent" 0.0263584910442203 202
"rho374" -0.105936640333082 0.00331004030143342 0.00450801750068536 9.40342780089082e-143 "sigdifferent" 0.827144217823906 767
"rho375" -0.272352789644187 2.21322249926627e-05 0.000908760489983917 5.00398124757628e-81 "sigdifferent" 0.859896663932373 236
"rho376" -0.113505828022436 0.000796603668283335 0.00213523628349039 9.53881358612822e-08 "notsigdifferent" 0.870888780605807 870
"rho377" -0.212680829045418 0.000222368678312037 0.0173178336579718 2.33116690884804e-09 "notsigdifferent" 0.63870273311052 297
"rho378" -0.137877464237294 0.00310873118208435 0.0967546527671644 7.40850094915245e-19 "notsigdifferent" 0.392035872906086 458
"rho379" -0.0767789228904736 0.125266851003937 0.00608204582786244 3.22189186651728e-58 "notsigdifferent" 0.805842345631042 400
"rho380" -0.173769986071476 0.000279988422578656 0.000861967080334197 5.84892414244608e-25 "notsigdifferent" 0.862297171102967 433
"rho381" -0.132511874730233 0.000727521368534331 0.00776675281878793 9.96353563130559e-153 "sigdifferent" 0.786598564056215 647
"rho382" -0.35231116953364 9.53190343742114e-09 0.000722386599567659 6.8467736729114e-50 "sigdifferent" 0.870030489164069 251
"rho383" -0.350470289795424 1.84588218467264e-08 0.000762427901614236 2.02010821486965e-33 "sigdifferent" 0.867715140187202 244
"rho384" -0.268471291897507 3.6654714099011e-06 0.00209889762415465 7.89276703518511e-101 "sigdifferent" 0.926129702564668 289
"rho385" -0.235111979411686 1.341289628513e-08 0.00465319734953755 1.93960910491065e-48 "notsigdifferent" 0.762003638845223 570
"rho386" -0.200012247333868 0.000139113142516723 0.0186265073887235 3.11537412682854e-67 "sigdifferent" 0.630377838254787 358
"rho387" -0.167826056630905 0.00890128535383066 2.84825231187518e-07 1.87768097505863e-175 "sigdifferent" 0.996291063595052 242
"rho388" -0.137191696912005 0.0153067421964617 0.00848838706691975 6.65574187918518e-142 "sigdifferent" 0.853406839693606 312
"rho389" -0.142018441131503 0.00289337375105062 0.0240842547801563 9.06535337806022e-16 "notsigdifferent" 0.59960768718369 438
"rho390" -0.242942862936783 0.000284329674659554 0.00294835360179778 2.38848439779988e-80 "sigdifferent" 0.739395720377644 219
"rho391" -0.290424794630071 1.17264262307238e-07 0.0327410988726007 1.84627599714812e-23 "notsigdifferent" 0.559858360154741 321
"rho392" -0.17493553329565 0.00270297304398024 0.964869580815715 5.60452880949735e-56 "sigdifferent" 0.000428405477974064 292
"rho393" -0.083218381204223 0.174358063586262 0.136463988679061 1.48551686385509e-50 "sigdifferent" 0.385947733951307 268
"rho394" -0.193924446420374 0.00117947007965604 0.1745980028086 8.94728835316652e-48 "sigdifferent" 0.333445581830814 277
"rho395" -0.163140845685457 0.00403490453295391 0.401809580035766 2.7347574552626e-47 "notsigdifferent" 0.143627849637731 309
"rho396" -0.271586184990514 3.55227190539236e-06 0.00260483183515092 7.04021691283037e-75 "sigdifferent" 0.80263286138131 283
"rho397" -0.222228902611361 0.000197781364359258 0.294322749648179 1.38898376514112e-77 "sigdifferent" 0.215255453269978 276
"rho398" -0.110896420392744 0.0807238043115215 0.00801089464404012 8.81385145005337e-15 "notsigdifferent" 0.784036161202757 249
"rho399" -0.16676255768848 0.00108583379518619 0.56221823044424 1.16310796689748e-35 "notsigdifferent" 0.0714616669170487 381
"rho400" -0.071611906406464 0.0152755807583912 0.00317500590327495 1.89261667647577e-179 "sigdifferent" 0.849212538994499 1147
"rho401" -0.322385523715147 1.45243371111691e-11 0.000218889982204935 7.11502755425849e-64 "sigdifferent" 0.912196846886028 418
"rho402" -0.206967946041788 4.44321095368468e-11 3.08560023329466e-06 5.45000320564106e-72 "sigdifferent" 0.822713264335458 994
"rho403" -0.213448478503956 2.72127323935079e-05 0.0146651064113942 6.42784696431056e-12 "notsigdifferent" 0.657065402805633 380
"rho404" -0.0649077706758242 0.23259860268447 0.148993633046455 2.38175872330734e-34 "notsigdifferent" 0.313440215910796 340
"rho405" -0.0106268230026305 0.720619673714949 8.72865837217226e-05 2.44179082518933e-146 "sigdifferent" 0.735799837545634 1135
"rho406" -0.373517884472534 3.9296748249651e-12 0.93316032422853 5.40462329629297e-43 "notsigdifferent" 0.00155254903895718 323
"rho407" -0.0473131554482815 0.194969235504612 0.0456389003226801 2.85910672950878e-298 "sigdifferent" 0.583401000396164 752
"rho408" -0.139053976801541 0.0238443875366109 0.94909423704205 2.30794627040893e-45 "sigdifferent" 0.000899968020768906 264
"rho409" -0.237267432454828 2.76256304847843e-10 0.0428376471143507 2.71045431914085e-95 "notsigdifferent" 0.592977894821613 690
"rho410" -0.379605070311779 6.37823825284954e-14 0.00105766306826264 6.20102083200089e-25 "notsigdifferent" 0.85277702871253 364
"rho411" -0.259753361932051 2.50195787961023e-18 0.0233184765549264 3.46430329765863e-119 "sigdifferent" 0.231713210524203 1094
"rho412" -0.296351128167534 6.71350989362627e-10 3.72207016529476e-05 1.21393364516039e-63 "sigdifferent" 0.923465908656097 417
"rho413" -0.187878840647915 0.00355330546579009 0.669097863784233 2.19750317671501e-31 "sigdifferent" 0.0325275496001296 239
"rho414" -0.250257941856054 1.8829592370658e-10 0.00405263186716132 4.98130048036896e-113 "sigdifferent" 0.772352529566683 630
"rho415" -0.217487020801791 1.11462009000128e-06 0.00792349049960419 0.588482429430771 "notsigdifferent" 0.78494777698386 492
"rho416" -0.220895256906576 2.0035762089599e-08 0.00590163365975225 9.09074087045306e-13 "notsigdifferent" 0.743145716812348 632
"rho417" -0.213344138947983 6.66351154186729e-06 0.000155391858927993 2.44670963778924e-210 "sigdifferent" 0.95415193218228 438
"rho418" -0.221019017757488 0.000168928230192348 0.0469282124213547 4.37934071319885e-133 "sigdifferent" 0.66827985443155 285
"rho419" -0.104857826238825 0.0934580949236991 0.00113569538898073 2.15246006070938e-57 "sigdifferent" 0.899253031783459 257
"rho420" -0.160275204782033 0.000167010751833319 0.00907076114442859 0.229036964367884 "notsigdifferent" 0.773450131720463 547
"rho421" -0.235478791687138 0.000334919026920838 0.000994799972742048 5.37976335413133e-59 "sigdifferent" 0.855693729560376 228
"rho422" -0.281725642083114 1.05293207059907e-10 0.022845855593742 0.000559445315516683 "notsigdifferent" 0.606110333896031 507
"rho423" -0.331144401948733 1.09742942235987e-10 0.00116777078387034 2.63777078126659e-93 "sigdifferent" 0.847940862599029 361
"rho424" -0.281436842427572 6.47825789658264e-06 0.0224338430772693 3.77801344041701e-38 "notsigdifferent" 0.608330124141903 249
"rho425" -0.287274886684159 3.17307340011472e-07 0.00665268975472273 3.54535315256859e-24 "notsigdifferent" 0.798986094141706 306
"rho426" -0.202534917818908 0.000271586987187392 0.0495752464149981 1.83251298626799e-24 "notsigdifferent" 0.500755723035566 319
"rho427" -0.153346506878297 0.0066508965945642 0.00367977744438682 3.6462233770498e-16 "notsigdifferent" 0.840279248855879 312
"rho428" -0.163728123717396 0.000814102993861212 0.0010276925912911 1.83483115661236e-48 "sigdifferent" 0.854152422414023 415
"rho429" -0.153315686946872 3.56735702332391e-07 0.0309741724975767 6.26644582407709e-111 "sigdifferent" 0.291192085568388 1092
"rho430" -0.291737874274872 5.42279286670878e-06 0.00505292843309053 4.93113241597344e-35 "notsigdifferent" 0.755619300321428 235
"rho431" -0.251460891985788 7.64381638216813e-05 0.0517541509030387 1.98223212514144e-41 "notsigdifferent" 0.563808228573973 242
"rho432" -0.073075657349788 0.219558256067175 0.0220102940631494 0.00148772715609369 "notsigdifferent" 0.767880706104383 284
"rho433" -0.10333443118219 0.0112514895086204 0.11376345958723 2.27076691826839e-57 "sigdifferent" 0.195163916259188 601
"rho434" -0.224687342975173 1.23710615206957e-09 2.0565299920317e-06 1.58035749308561e-222 "sigdifferent" 0.857035372348618 715
"rho435" -0.151391261582391 0.0275259929583044 0.00392668912708259 9.49158684716267e-69 "sigdifferent" 0.836186109616325 212
"rho436" -0.109500844384403 0.0525678466826028 0.138202424000484 2.82132871004286e-76 "sigdifferent" 0.32755097234843 314
"rho437" -0.0833065981462415 0.162965125786357 0.00203783747513715 3.23950806934644e-115 "sigdifferent" 0.873230257637596 282
