Name	Cusps	OPC	 
5822	0	9.5	
15555	0	8.5	
1767	0	8.5	
9757	1	12.75	
10825	1	11.5	
6412	1	13.75	
15254	1	19.5	
9280	0	17.0	
10627	0	7.25	
8356	0	8.75	
7013	0	9.0	
10126	1	10.0	
8681	1	10.0	
805	0	11.25	
14586	1	10.5	
15867	1	8.5	
7459	0	9.5	
7020	1	10.5	
10216	0	11.0	
10517	1	16.5	
4869	0	9.25	
8365	2	33.0	
14287	1	20.0	
6058	1	9.75	
15164	1	10.5	
1283	0	9.5	
6421	1	13.625	
9764	1	9.5	
5811	0	8.25	
15665	0	9.75	
1754	1	9.5	
11795	1	8.375	
9702	1	12.25	
5877	1	11.0	
6190	1	9.25	
15005	1	9.25	
1732	0	10.0	
15704	1	13.75	
11094	1	12.25	
6447	1	22.75	
10377	1	9.25	
8303	0	7.5	
7591	1	10.0	
734	0	9.25	
15906	0	10.5	
11997	1	19.75	
10476	0	8.0	
7075	0	9.25	
10746	1	12.25	
4992	1	10.25	
8749	1	8.75	
10047	1	10.25	
8330	0	9.25	
18789	1	12.25	
6474	0	9.25	
15434	0	9.5	
5844	1	9.375	
9348	0	9.25	
15335	1	24.875	
1701	1	10.25	
10944	0	8.5	
18088	0	9.5	
1378	0	8.75	
9653	1	10.5	
10285	0	10.25	
14515	0	9.75	
661	0	9.75	
5888	1	10.5	
9384	0	9.75	
14214	1	9.5	
6516	0	9.0	
11865	0	8.5	
10584	1	10.5	
8252	1	10.5	
11667	1	11.75	
8785	1	20.25	
11166	0	9.5	
7117	1	13.0	
11256	1	10.25	
7124	1	10.5	
63	1	9.5	
14827	1	12.25	
8618	0	9.5	
8261	1	10.5	
11557	0	9.0	
6525	0	9.0	
14124	0	9.5	
1650	0	9.75	
14625	0	9.5	
5915	0	5.5	
9219	1	10.5	
9660	1	9.0	
18879	0	8.5	
1229	0	9.5	
290	0	9.25	
1636	1	11.0	
14045	1	12.125	
6094	1	10.5	
5973	1	8.25	
9606	1	7.5	
6543	1	13.5	
18918	1	9.5	
153	1	12.5	
1798	0	9.0	
14744	0	9.5	
950	0	9.75	
14946	1	11.75	
7495	1	10.5	
8207	1	22.875	
11337	1	10.5	
11436	1	11.75	
7142	1	12.0	
7508	1	18.75	
4896	1	10.0	
11706	0	10.25	
7171	1	12.75	
4938	1	10.0	
8234	1	21.5	
11007	0	7.5	
15797	1	9.5	
14474	1	12.0	
6109	1	9.0	
15995	1	21.125	
6570	0	9.0	
9635	1	9.0	
11904	1	18.25	
1605	1	9.25	
14375	1	11.75	
5940	0	9.75	
4367	0	8.75	
11920	0	5.0	
14351	0	10.0	
3012	0	9.0	
14450	1	8.25	
685	0	9.5	
5766	0	7.5	
11023	0	5.5	
1823	1	9.5	
13538	1	9.25	
9813	1	12.5	
2413	1	8.75	
16848	0	8.5	
546	0	9.5	
13239	1	10.25	
11722	0	8.25	
13109	0	9.375	
11412	0	8.0	
2059	1	11.125	
2420	0	9.5	
5282	1	9.5	
15382	0	10.25	
17699	0	10.0	
17198	0	24.0	
15483	1	23.5	
14962	1	10.5	
9820	1	10.5	
5755	1	10.5	
11313	1	10.25	
13608	1	11.875	
1810	1	15.0	
3458	0	9.25	
3021	1	9.5	
14760	1	11.25	
14061	0	10.0	
4354	1	11.25	
8858	0	9.25	
14601	1	15.75	
10191	0	9.0	
4332	1	15.125	
3590	1	10.5	
8990	0	10.0	
10690	0	10.0	
14100	1	11.75	
3047	1	8.5	
9846	1	11.25	
5733	0	9.25	
2191	0	5.5	
10892	0	9.5	
1876	1	10.25	
13068	0	5.5	
274	0	9.75	
11573	0	10.0	
11272	0	9.5	
13769	1	10.5	
2446	1	9.25	
14803	0	9.0	
2475	0	9.5	
11142	0	8.75	
13459	1	23.75	
5700	1	10.0	
13358	0	8.0	
1845	1	10.0	
11643	1	13.75	
16929	1	11.0	
5379	1	11.5	
9875	1	15.625	
14230	1	8.375	
3074	1	8.5	
11841	1	17.625	
4301	1	10.5	
4778	1	25.5	
14531	1	19.75	
15311	1	15.75	
10960	1	18.5	
11481	1	25.5	
4263	0	9.0	
321	0	10.25	
11380	1	9.25	
15410	1	9.5	
3116	1	8.5	
9917	1	23.25	
1927	1	9.25	
12578	1	33.625	
10063	1	8.5	
13899	0	8.5	
5662	1	13.5	
1889	0	9.5	
10762	1	9.5	
12279	0	10.0	
17808	1	17.25	
2517	0	10.0	
5386	1	10.5	
2524	0	8.5	
37	0	9.25	
10452	1	11.375	
12149	0	9.5	
12648	1	13.5	
1914	0	9.5	
10353	0	9.25	
508	0	9.375	
5651	0	9.0	
5228	0	9.375	
9924	1	10.5	
15922	0	8.5	
4787	0	6.0	
15720	1	10.75	
3125	1	8.375	
4250	0	3.75	
4629	1	16.25	
15021	0	10.0	
3494	0	9.5	
4236	0	10.0	
15641	1	11.0	
3143	1	17.125	
15140	0	10.0	
413	0	9.0	
4398	0	9.25	
8894	0	9.0	
10533	1	9.375	
1972	1	27.0	
12028	1	15.25	
5637	1	11.25	
9942	1	34.875	
15843	1	27.0	
2542	1	11.75	
5799	1	9.0	
12729	1	23.5	
10232	0	9.375	
2108	1	8.25	
12419	1	20.5	
10102	0	8.5	
14692	1	19.25	
16389	0	10.0	
2571	0	9.25	
9971	0	8.75	
17969	1	10.5	
16488	0	9.75	
14193	1	10.25	
10603	0	5.5	
12318	0	9.25	
1941	0	9.5	
5604	1	11.375	
3509	0	7.25	
10801	1	8.5	
3170	1	8.25	
15270	1	10.5	
15571	0	9.75	
14890	0	10.5	
4205	0	9.5	
8909	1	13.875	
461	0	4.25	
7926	0	4.0	
12340	1	9.5	
3663	0	10.25	
17931	1	16.25	
4516	1	22.125	
18896	0	6.5	
12441	0	8.125	
7888	0	9.0	
2262	1	10.5	
18694	1	10.5	
17032	1	32.5	
15529	1	11.625	
5117	0	6.25	
15228	1	13.25	
17733	1	11.5	
18195	1	12.625	
10859	1	19.25	
13393	0	9.25	
11688	1	10.25	
988	1	17.75	
5124	1	10.5	
43	1	12.0	
2786	1	13.25	
15118	1	10.75	
17403	1	9.5	
17302	1	11.25	
15619	1	9.5	
2628	0	7.0	
2251	0	9.0	
12973	1	9.375	
248	0	9.5	
11189	1	12.375	
13492	1	10.5	
12771	1	10.25	
4525	0	10.0	
3387	0	6.5	
3229	1	9.5	
7915	1	13.75	
12070	1	6.5	
3650	1	10.0	
16180	0	9.25	
893	1	25.75	
7973	1	41.875	
3636	1	11.75	
12610	0	6.25	
4094	0	8.75	
3798	1	8.375	
12111	1	9.75	
353	1	7.75	
4543	1	8.25	
16681	1	14.25	
15079	0	9.5	
17562	1	8.375	
16883	0	8.5	
2237	0	9.5	
5495	1	10.5	
12812	0	9.5	
2399	0	9.5	
5142	0	8.0	
17263	0	9.25	
15778	1	9.25	
5171	0	9.5	
6896	1	12.0	
17153	0	9.5	
15448	1	8.5	
5508	1	8.5	
2204	1	10.25	
10938	1	19.75	
6938	1	9.25	
15349	1	9.75	
17652	1	12.25	
4570	0	8.0	
17850	1	11.25	
12221	1	9.75	
4109	1	8.0	
7940	1	11.0	
3605	0	4.25	
12520	1	9.5	
17490	1	16.75	
16971	1	13.0	
18236	1	11.0	
3767	1	8.5	
13300	0	10.0	
7822	1	9.0	
13401	1	7.75	
18537	0	8.5	
4412	1	8.5	
17391	1	8.75	
15888	1	12.25	
14569	1	9.25	
16072	1	12.5	
2366	1	12.0	
11819	0	9.75	
206	0	9.75	
14268	1	15.75	
5013	1	9.5	
16443	1	11.75	
14158	1	8.5	
2682	0	9.25	
5020	1	8.25	
5459	0	9.75	
18805	0	10.0	
13933	1	10.5	
2355	0	9.5	
6869	0	9.75	
14659	1	10.75	
16342	0	4.0	
3283	1	11.25	
4421	0	9.25	
13731	1	10.5	
4058	0	9.5	
18607	1	13.0	
18106	1	11.25	
3754	1	8.5	
13030	1	10.25	
7811	1	10.0	
18766	1	7.5	
4190	1	9.25	
13650	1	8.25	
3732	1	8.25	
7877	1	9.5	
4447	1	9.0	
13151	1	9.5	
18067	1	16.25	
534	0	8.0	
5591	1	10.5	
2333	1	27.0	
14039	1	8.5	
14738	1	9.0	
16223	1	13.0	
5046	1	19.5	
13852	1	9.25	
18964	1	12.75	
12683	0	9.75	
10398	0	9.25	
14408	1	10.5	
6992	1	8.5	
5075	1	14.75	
2779	1	8.25	
16612	1	9.75	
14309	0	4.5	
10499	1	11.25	
12182	1	19.5	
11978	1	10.5	
2300	0	9.5	
13261	0	6.75	
18357	2	29.5	
16810	1	12.25	
4474	0	10.0	
3378	1	10.0	
18456	0	10.25	
12881	0	9.5	
13560	1	10.5	
3701	1	25.0	
7844	0	9.5	
1434	1	9.5	
16065	0	9.5	
6296	1	11.75	
9404	1	9.5	
6741	0	9.5	
619	0	8.25	
2804	1	10.5	
16764	0	9.5	
6338	0	6.0	
17487	1	9.5	
16966	1	9.25	
7697	0	9.25	
18221	1	11.25	
8005	0	9.25	
13317	1	8.5	
13416	1	10.25	
18520	0	9.0	
7340	1	14.0	
7739	0	6.5	
17386	0	9.375	
833	0	9.0	
8198	1	10.25	
13726	1	13.0	
18610	1	8.5	
7373	0	9.125	
18111	1	9.0	
8036	1	15.375	
13027	1	10.5	
16454	0	7.0	
6772	1	9.5	
9599	0	9.5	
2837	1	10.75	
9437	1	10.5	
2999	0	8.375	
18812	0	9.5	
13924	1	9.75	
1407	1	10.5	
16355	1	11.0	
9451	0	7.25	
928	0	9.25	
1018	1	16.0	
1461	1	12.625	
16535	1	33.0	
49	1	21.0	
9028	0	10.0	
9186	1	14.75	
16234	1	15.875	
6714	0	9.5	
13845	0	6.5	
18973	1	12.25	
2851	0	10.25	
8050	0	7.5	
18771	0	9.5	
13647	0	3.25	
3987	1	10.25	
8429	1	14.5	
3829	0	9.5	
8587	0	9.25	
13146	0	7.25	
18070	1	10.25	
7315	1	14.5	
13276	0	10.5	
18340	0	10.5	
7326	1	13.125	
702	1	9.5	
7288	1	10.0	
8063	1	17.75	
18441	1	8.25	
12896	0	9.25	
13577	1	9.75	
6727	0	9.25	
1185	1	12.5	
2862	1	9.5	
16104	1	10.5	
1452	0	9.0	
16605	1	8.5	
9462	0	9.25	
12195	0	9.75	
6689	1	9.25	
18683	0	10.25	
1149	1	24.75	
9500	1	13.5	
9179	0	9.25	
6392	1	8.5	
17025	1	11.0	
1530	0	9.5	
17724	1	12.25	
2900	0	8.75	
6645	1	21.25	
18182	0	7.5	
12357	0	9.125	
8101	0	9.5	
7793	0	9.25	
17926	1	11.0	
8578	0	9.5	
3978	1	9.5	
7244	1	8.0	
18881	1	9.5	
12456	2	24.125	
7277	1	23.75	
12067	1	13.625	
8132	1	11.0	
2933	0	9.5	
13384	1	12.0	
6676	0	9.0	
17414	0	14.25	
657	1	10.5	
17315	1	15.25	
1503	1	15.5	
12964	0	4.0	
13485	1	18.25	
9533	0	9.25	
17575	1	10.25	
16894	1	11.75	
1565	1	9.25	
9555	0	9.25	
2955	1	10.25	
12805	1	9.5	
6610	0	9.5	
6269	0	4.75	
17274	0	10.25	
9082	0	9.5	
3883	1	9.5	
16197	0	9.5	
12607	1	8.5	
8154	0	9.0	
7211	1	10.25	
12106	0	9.5	
16696	0	5.25	
8483	0	10.25	
7668	1	17.5	
17847	1	20.0	
7222	0	11.5	
12236	1	10.5	
12537	1	26.25	
8167	1	19.75	
966	1	15.0	
17144	1	9.5	
165	1	13.0	
1081	1	10.5	
6623	0	9.5	
9566	0	9.25	
17645	1	10.5	
1556	1	19.0	
6130	0	10.25	
1792	1	22.125	
10074	0	4.75	
6549	0	9.5	
1245	0	10.0	
10775	0	9.25	
9275	0	9.25	
5979	1	8.5	
15306	1	10.5	
7531	0	9.5	
7148	0	9.5	
10977	1	8.75	
11496	1	12.0	
11397	1	9.25	
4901	1	8.5	
8674	1	10.375	
15407	0	9.375	
8647	1	13.5	
15737	1	8.5	
4932	0	9.5	
8390	0	9.75	
15036	0	9.75	
7502	0	6.25	
9246	0	10.25	
1276	0	10.25	
10445	1	8.375	
9791	1	12.125	
10344	1	16.25	
914	0	9.375	
6103	1	10.75	
15935	1	11.0	
117	0	8.5	
10524	0	8.25	
6165	0	9.75	
5882	1	21.25	
9220	0	9.0	
1669	0	8.0	
15854	0	7.5	
1210	1	11.5	
10225	1	20.5	
9659	1	11.75	
15656	0	10.25	
7564	0	9.75	
8621	1	8.5	
15157	1	19.75	
8258	1	12.5	
4954	1	15.0	
4967	1	14.75	
10816	1	22.0	
7080	1	10.5	
8612	1	9.25	
15267	1	16.0	
15566	0	7.25	
14887	1	12.25	
7557	1	9.75	
1223	1	11.0	
10115	1	16.5	
6481	0	4.5	
625	0	8.5	
9213	1	12.0	
14685	1	8.5	
6156	1	11.625	
14184	1	14.25	
10614	1	10.5	
18419	1	11.0	
11034	0	8.5	
1696	1	10.5	
6034	1	9.0	
1738	1	8.5	
9371	1	8.5	
9708	1	8.375	
159	0	8.25	
11735	0	11.25	
1341	1	16.75	
18318	1	10.5	
11937	0	9.25	
7435	1	10.5	
14346	1	22.0	
14447	0	6.5	
8770	0	3.5	
8309	0	9.5	
4805	1	10.0	
4836	0	4.75	
770	1	10.0	
14777	1	10.5	
8743	0	9.75	
7406	1	8.5	
14076	1	11.75	
8294	1	12.25	
4998	1	25.5	
11405	1	10.5	
18028	1	8.75	
1372	0	9.5	
15395	0	9.0	
9342	0	9.0	
15494	0	9.5	
14975	1	9.5	
6007	0	9.0	
18729	0	3.5	
11304	0	4.75	
9695	1	8.375	
5986	1	10.5	
6061	1	10.875	
10885	0	9.25	
6418	1	14.375	
18149	0	9.5	
11564	0	9.5	
11265	0	11.0	
1314	1	8.0	
18648	1	9.0	
14814	0	8.25	
9324	1	14.0	
5828	1	8.75	
7460	1	12.75	
14616	0	9.5	
10186	1	19.25	
7019	1	12.25	
4850	0	2.75	
10687	1	10.5	
14117	0	8.0	
8725	1	13.125	
14227	1	11.75	
8716	1	10.5	
7184	1	9.5	
381	0	37.875	
11856	1	10.5	
4863	0	8.5	
841	0	9.5	
7453	1	12.25	
14526	0	9.0	
9317	0	4.25	
6585	0	10.25	
11155	1	11.5	
18578	1	9.5	
1327	0	8.0	
18279	1	9.0	
11654	1	9.5	
1289	1	14.25	
6052	1	8.0	
4392	1	9.5	
11670	0	9.375	
3530	0	9.25	
3149	0	9.25	
4645	1	10.5	
8930	1	10.5	
11171	1	10.25	
10292	1	22.5	
5793	1	9.0	
2131	0	9.5	
2548	1	11.75	
14502	1	12.25	
16019	0	6.5	
16718	1	11.75	
14203	0	16.75	
9948	1	7.5	
5244	1	18.0	
11872	1	9.25	
10593	1	15.75	
1978	1	10.25	
12088	0	9.5	
16428	0	8.25	
14133	0	9.5	
5277	1	12.5	
14632	0	10.5	
16329	0	9.75	
13958	1	37.5	
2102	1	9.5	
8903	1	9.25	
11241	0	7.5	
14830	1	14.75	
794	0	9.75	
4676	1	10.5	
11540	1	10.0	
3503	1	8.75	
457	1	26.5	
14951	1	10.5	
3565	1	10.5	
11320	1	10.5	
11421	0	11.75	
8965	0	9.75	
4269	1	9.25	
4610	0	9.75	
16549	0	10.0	
14052	0	9.0	
1883	0	9.25	
2164	1	12.0	
5668	1	11.0	
13839	1	10.25	
14753	0	6.25	
16248	1	11.75	
5211	1	55.25	
14463	1	10.5	
16178	1	10.5	
15982	0	10.0	
2480	1	9.5	
5222	0	8.0	
11913	0	9.25	
2157	0	8.0	
9880	1	23.5	
16679	0	6.5	
14362	1	9.5	
3081	1	20.25	
4623	1	8.5	
15081	1	10.5	
365	0	8.5	
11711	1	8.0	
8956	1	15.0	
3556	1	16.75	
11010	0	8.5	
15780	0	10.25	
3434	1	17.625	
10630	1	10.25	
4296	0	2.75	
10131	1	21.0	
8834	1	15.5	
419	0	9.5	
4741	1	12.25	
17059	1	11.5	
15542	1	8.5	
2035	0	10.5	
5697	1	11.75	
10832	0	8.25	
5739	1	18.5	
5340	1	10.5	
15243	0	9.25	
17758	1	10.5	
5373	1	15.875	
16989	0	9.375	
15173	0	9.75	
230	0	5.25	
17468	1	24.125	
2006	0	9.0	
12918	2	22.5	
17369	0	10.5	
15672	0	9.0	
4772	0	9.25	
14591	0	9.25	
15870	0	9.5	
10201	1	8.5	
8807	1	11.0	
3407	1	11.375	
10500	1	18.0	
14290	0	6.5	
69	0	9.5	
10360	1	17.5	
3461	1	10.0	
15911	0	7.0	
3018	1	8.0	
4714	0	9.25	
11980	0	9.5	
8861	1	8.5	
10461	1	10.25	
2060	0	7.5	
1987	0	23.0	
13299	1	14.875	
11782	1	17.0	
15012	0	9.375	
17509	0	10.25	
2419	1	20.5	
9819	1	18.125	
5315	0	7.25	
17208	1	10.5	
15713	1	8.5	
11083	0	9.25	
1829	1	10.5	
13598	0	9.75	
12879	1	12.75	
5326	0	3.75	
2584	1	12.75	
17138	1	29.0	
15423	0	7.5	
15322	0	9.5	
17639	1	10.0	
9984	1	10.75	
5288	0	3.25	
2053	1	8.375	
10953	1	8.5	
502	0	8.5	
8852	1	10.0	
10751	1	12.125	
4727	1	18.0	
3185	1	9.5	
4689	1	10.5	
10050	1	10.25	
3452	1	8.5	
3696	1	17.0	
4034	0	7.25	
899	1	11.5	
17661	1	14.375	
3341	1	12.0	
17160	0	9.5	
359	0	9.25	
3738	1	17.75	
12513	0	9.75	
10008	1	8.5	
2297	0	9.75	
5435	0	9.5	
14798	0	9.5	
16283	1	8.25	
16582	1	9.5	
14099	1	8.375	
6805	1	13.75	
17863	1	8.25	
2740	1	10.5	
2339	1	8.25	
10709	1	10.5	
12212	0	9.5	
10439	0	8.5	
12122	1	17.75	
570	0	9.5	
6836	0	6.25	
2773	0	8.5	
15949	0	10.25	
6998	1	23.25	
12623	1	10.25	
10338	1	22.25	
5406	1	11.75	
12821	1	12.5	
3372	1	10.5	
17250	1	22.75	
17551	1	13.375	
4007	0	9.5	
4418	1	8.5	
17331	1	15.5	
12940	0	9.5	
18597	0	9.75	
4061	1	9.5	
7986	0	9.0	
7828	1	10.5	
18296	0	5.5	
17430	0	3.0	
3314	1	7.75	
5019	0	10.0	
10558	0	9.25	
12043	1	10.125	
5460	1	12.0	
12742	0	8.25	
10259	0	9.0	
6850	0	8.0	
15828	0	10.0	
2715	0	8.25	
6863	1	9.75	
5184	1	22.25	
2726	0	9.25	
181	1	8.625	
13993	0	9.75	
12472	1	9.375	
982	1	10.5	
10169	1	13.25	
10668	1	10.5	
242	1	19.0	
12373	0	9.375	
5453	0	10.25	
2688	1	12.5	
17902	0	10.5	
4585	1	24.25	
17700	1	15.5	
3327	1	9.5	
13090	1	9.5	
13791	1	20.75	
4052	0	4.5	
17001	1	9.5	
3289	1	10.75	
4549	1	10.5	
16621	0	9.5	
4130	1	9.5	
3792	1	8.5	
7979	1	14.25	
16120	1	10.75	
3245	1	10.5	
5148	1	8.5	
5531	1	8.5	
2393	0	5.5	
18465	0	9.5	
11048	0	9.0	
13553	0	9.5	
13252	1	9.5	
11749	1	22.75	
18364	0	9.0	
2644	1	23.0	
16823	1	10.5	
6901	0	9.75	
2677	0	9.75	
6932	1	9.5	
13162	1	9.5	
11479	0	9.25	
18054	0	4.5	
10998	1	8.875	
5502	0	9.25	
18755	0	9.25	
11378	1	9.5	
13663	0	6.25	
14909	1	12.0	
16210	0	9.0	
3276	1	10.5	
13861	1	15.0	
12580	0	10.5	
18957	1	9.25	
317	0	9.5	
12281	1	15.75	
4103	0	9.5	
16511	1	11.5	
7882	0	9.25	
4165	1	8.5	
18836	1	10.5	
13900	0	8.5	
16371	0	8.5	
3210	1	9.5	
16470	1	10.25	
17991	1	9.25	
3669	1	13.75	
5564	1	9.5	
18135	0	10.25	
13003	1	8.5	
11518	0	7.25	
15288	0	10.25	
17793	0	8.5	
2611	1	8.5	
14868	1	10.5	
17092	0	9.5	
15589	1	11.0	
6954	1	8.75	
11219	0	10.5	
13702	1	23.375	
18634	1	9.5	
2268	1	10.25	
11129	0	9.25	
13432	0	5.5	
18504	1	10.25	
2622	1	11.125	
5080	1	8.75	
6967	1	17.25	
16942	0	9.25	
5557	1	19.75	
18205	0	3.75	
13333	1	13.25	
11628	0	7.5	
425	0	10.5	
3223	1	9.5	
16740	2	38.5	
4481	1	8.5	
16041	1	10.25	
4156	0	9.875	
11862	1	20.25	
10583	0	9.75	
12098	1	8.5	
1979	1	10.5	
5245	0	9.75	
9949	1	19.75	
16708	1	12.5	
14213	1	12.25	
14512	0	10.5	
16009	0	8.25	
2549	1	12.0	
5792	1	12.75	
2130	0	8.5	
12799	1	10.75	
10282	1	15.75	
8931	1	9.5	
11161	1	11.375	
4644	1	23.0	
3148	1	10.5	
4393	0	9.0	
11660	0	7.0	
3531	0	5.75	
11550	1	10.5	
3502	0	11.0	
14820	1	12.5	
4677	1	10.5	
8902	1	12.25	
11251	1	20.125	
2103	0	10.5	
517	1	19.25	
13948	0	9.5	
14622	0	9.25	
16339	0	7.5	
5276	0	9.5	
16438	1	10.25	
14123	1	8.75	
5210	1	9.5	
14743	0	9.5	
13829	0	9.5	
5669	0	9.875	
2165	1	9.25	
1882	1	10.5	
16559	1	10.5	
14042	0	8.5	
4611	0	8.5	
11431	1	17.25	
4268	1	9.5	
8964	1	10.5	
3564	1	11.375	
11330	1	9.375	
14941	1	10.5	
15790	1	8.5	
3557	1	12.25	
11000	1	19.0	
11701	1	9.5	
8957	1	9.5	
3080	0	10.0	
4622	0	9.0	
15091	1	10.5	
16669	1	15.625	
14372	0	9.25	
9881	1	13.5	
2156	1	8.5	
11903	1	8.0	
2481	1	10.375	
5223	1	12.5	
14473	1	10.0	
225	0	9.5	
16168	0	8.5	
15992	0	9.0	
559	1	10.5	
15253	1	10.5	
17748	1	10.75	
5341	1	14.5	
5738	1	13.5	
10822	1	9.5	
2034	1	9.0	
5696	1	19.5	
17049	1	10.0	
15552	1	8.0	
4740	0	6.5	
10121	1	18.375	
4339	1	16.0	
8835	1	12.25	
3435	1	33.0	
10620	1	8.5	
4297	1	9.5	
14280	1	30.5	
3406	1	10.25	
10510	1	21.5	
10211	0	10.0	
8806	1	11.75	
4773	1	11.5	
14581	1	52.25	
15860	1	10.25	
370	1	11.75	
17379	1	16.0	
15662	1	10.5	
12908	1	25.75	
2007	1	8.75	
16999	1	10.5	
15163	1	22.625	
17478	1	19.75	
5372	1	12.25	
11093	1	19.0	
13588	0	10.5	
1828	1	23.5	
12869	0	9.25	
17218	1	9.5	
15703	0	9.75	
5314	1	9.5	
9818	0	9.25	
2418	0	9.5	
15002	1	9.5	
17519	0	8.375	
1986	0	9.5	
13289	1	10.5	
11792	1	8.5	
2061	1	10.25	
11990	1	9.75	
8860	0	6.25	
10471	0	8.0	
4715	1	11.25	
15901	1	9.75	
3019	1	9.5	
10370	1	8.5	
3460	0	9.75	
10040	1	9.75	
3453	1	9.5	
442	1	19.375	
4688	1	9.5	
781	1	8.75	
4726	1	23.5	
3184	0	9.5	
8853	1	10.25	
10741	1	10.5	
10943	1	8.5	
2052	0	9.25	
5289	1	8.0	
9985	0	7.5	
15332	0	9.25	
17629	1	21.25	
17128	1	13.0	
5327	0	8.25	
2585	1	10.0	
10719	1	13.75	
12202	0	9.5	
2338	1	9.5	
2741	1	11.25	
16592	1	12.25	
6804	1	8.5	
14089	1	28.25	
219	0	5.75	
17873	0	10.5	
14788	1	17.375	
16293	1	8.5	
2296	1	8.25	
5434	0	11.0	
12503	1	11.25	
10018	1	15.25	
3739	1	43.125	
3340	1	9.25	
17671	1	12.0	
3697	1	8.5	
4035	1	22.5	
4006	1	16.5	
17541	1	8.625	
430	1	9.5	
3373	0	9.25	
17240	1	15.75	
12831	1	12.5	
5407	1	11.75	
12633	1	8.25	
10328	0	9.0	
6999	1	16.25	
15959	0	9.5	
2772	1	8.5	
6837	1	9.25	
10429	0	9.5	
12132	1	13.0	
2714	0	10.0	
6851	0	7.0	
15838	1	8.5	
12752	0	11.5	
10249	1	17.0	
5461	1	7.75	
10548	0	9.0	
12053	1	15.375	
5018	0	8.75	
17420	0	9.25	
3315	1	22.5	
18286	1	9.125	
7829	1	10.25	
7987	1	13.625	
18587	0	8.5	
12950	1	8.75	
4060	0	11.375	
4419	1	10.25	
17321	0	6.5	
17011	1	10.5	
3288	1	15.25	
302	1	11.75	
13781	1	10.5	
4053	1	10.25	
13080	1	10.5	
4584	1	24.75	
17710	0	11.5	
3326	0	7.25	
17912	1	11.0	
2689	1	8.25	
5452	0	8.0	
10678	0	10.5	
13983	0	9.5	
12462	1	21.125	
10179	0	10.25	
5185	1	11.0	
2727	0	9.375	
6862	1	8.5	
16833	1	14.5	
6900	1	8.5	
2645	0	10.25	
13242	0	8.0	
11759	1	11.75	
18374	1	10.25	
11058	0	11.5	
13543	1	8.5	
5530	1	9.75	
2392	1	22.0	
5149	0	9.5	
16130	1	8.375	
3244	1	8.25	
7978	0	9.5	
4131	0	10.0	
3793	1	12.5	
4548	0	9.5	
16631	0	9.5	
16501	0	10.0	
12291	0	10.0	
4102	0	10.5	
13871	0	3.5	
18947	0	9.25	
12590	1	10.5	
16200	1	13.5	
3277	0	9.5	
14919	1	15.25	
18745	0	9.5	
11368	1	9.5	
257	1	22.75	
13673	1	30.0	
5503	0	9.5	
997	1	13.75	
13172	1	10.5	
11469	0	9.25	
18044	1	10.5	
10988	1	13.75	
6933	1	8.5	
2676	0	9.25	
194	1	12.75	
2269	1	10.5	
11209	1	14.5	
13712	1	9.5	
18624	1	10.25	
14878	1	10.25	
17082	0	9.25	
6955	1	10.5	
15599	0	7.5	
2610	0	9.5	
15298	1	9.5	
17783	0	9.5	
18125	1	10.0	
13013	1	12.25	
11508	1	10.25	
5565	0	8.5	
3668	0	8.25	
3211	0	9.75	
16460	0	8.5	
17981	0	9.5	
4164	1	9.5	
18826	0	9.25	
13910	1	60.75	
7883	0	8.5	
4157	0	9.25	
16051	0	10.0	
3222	0	9.5	
16750	1	8.875	
4480	1	11.875	
18215	1	10.5	
13323	0	9.0	
11638	0	10.25	
5556	1	18.5	
16952	0	11.0	
565	1	10.5	
6966	1	10.5	
2623	0	10.25	
5081	1	10.25	
11139	1	9.5	
13422	1	8.25	
18514	1	10.75	
17396	1	8.25	
7738	1	10.5	
7341	0	8.0	
759	0	9.0	
13406	0	3.5	
18530	1	11.0	
18231	0	10.5	
8004	1	24.125	
13307	0	9.25	
7696	1	10.0	
17497	0	3.5	
16976	1	19.0	
16774	1	11.5	
6339	0	8.5	
2805	1	11.25	
6740	0	8.0	
9405	0	8.5	
1435	0	9.5	
16075	0	9.75	
6297	1	9.0	
1406	1	14.75	
16345	1	9.5	
18802	1	9.25	
13934	0	9.75	
9436	1	10.25	
2998	0	9.25	
9598	0	8.0	
170	0	9.5	
2836	1	10.5	
6773	0	7.75	
16444	1	10.5	
973	0	13.25	
18101	0	9.25	
8037	0	7.5	
13037	1	13.25	
7372	1	9.25	
8199	1	10.5	
13736	0	9.5	
18600	1	10.0	
7314	1	8.5	
13156	1	12.25	
18060	1	20.25	
8586	1	8.5	
3986	0	9.5	
8428	1	9.5	
8051	1	9.5	
18761	1	14.25	
868	1	10.375	
2850	1	21.25	
6715	0	9.75	
13855	1	13.75	
18963	0	9.5	
16224	1	10.5	
9187	1	7.5	
9029	1	10.5	
1460	0	10.5	
16525	1	11.375	
1019	1	9.5	
9450	1	10.5	
12185	1	11.25	
6688	0	9.5	
9463	1	24.5	
642	0	15.125	
1453	0	11.0	
16114	1	9.5	
2863	1	8.5	
6726	1	13.0	
581	1	9.5	
1184	0	8.0	
12684	1	8.5	
8062	1	21.75	
12886	0	9.5	
18451	0	10.25	
13567	1	8.5	
7289	1	9.5	
16817	0	9.5	
7327	0	9.75	
13266	1	11.75	
18350	0	8.5	
12446	0	8.75	
18891	0	9.25	
7245	0	8.5	
3979	1	11.5	
17936	1	11.75	
