Name	Cusps	OPC	 
17663	1	10.25	
15378	1	9.5	
10909	0	6.5	
2277	1	11.5	
14998	0	3.75	
15479	1	15.75	
17162	1	9.375	
15749	1	18.5	
6978	1	10.5	
17252	1	25.5	
2244	1	10.25	
12823	0	11.0	
5548	0	10.75	
2793	1	21.0	
5131	1	10.5	
17553	1	13.5	
15048	0	10.5	
7900	0	10.5	
3645	1	10.5	
12120	0	9.875	
12621	0	8.0	
4149	0	11.0	
3392	0	9.5	
4530	0	9.25	
4452	1	22.25	
17791	0	8.5	
18137	1	9.25	
3689	1	11.75	
13001	0	10.5	
3727	1	20.875	
13700	1	10.75	
4185	0	9.0	
18636	1	10.25	
7862	0	8.5	
17090	1	14.0	
16373	0	9.5	
202	0	9.5	
14668	1	8.5	
5053	0	10.0	
2288	1	9.0	
18834	1	9.5	
13902	1	25.5	
2326	1	9.25	
5584	1	9.5	
14169	1	13.5	
16472	1	22.625	
17993	1	11.5	
14259	1	7.5	
6829	0	9.25	
16742	1	10.5	
11828	0	6.5	
2315	1	9.5	
5419	1	8.0	
6987	0	8.75	
16043	1	18.0	
14558	0	9.25	
5060	1	11.0	
3714	1	9.75	
13430	1	9.5	
18506	1	11.75	
7851	1	15.0	
18207	1	13.5	
13331	0	9.25	
4018	0	9.5	
4461	0	7.0	
16940	0	9.5	
19	1	10.5	
7999	1	8.5	
18467	1	14.375	
13551	1	10.5	
4407	0	9.0	
16821	1	12.75	
13250	0	6.5	
3772	1	13.25	
18366	1	11.625	
7837	1	21.75	
11949	0	11.0	
14338	1	17.625	
16623	0	9.5	
5006	1	9.5	
16122	0	10.0	
14439	1	10.5	
530	1	10.5	
2373	0	8.25	
13863	1	24.875	
10099	0	8.75	
18955	1	10.0	
12582	0	9.5	
2340	1	13.5	
2739	1	11.75	
16212	1	8.5	
14709	1	10.25	
14008	1	43.625	
16513	1	17.25	
5035	1	41.625	
2697	1	10.25	
12283	0	9.5	
10798	1	8.0	
13160	1	9.5	
3741	1	8.5	
18056	0	12.5	
319	0	8.5	
7804	0	9.0	
3338	0	9.25	
4434	1	10.5	
3296	1	10.0	
18757	0	9.5	
13661	1	10.25	
8985	1	9.5	
4289	0	9.5	
3052	1	10.375	
14050	1	13.125	
14751	1	15.0	
3585	1	16.0	
4327	0	10.5	
13639	0	9.25	
11322	1	10.5	
5688	1	9.75	
2453	0	10.25	
542	1	10.5	
14953	0	19.0	
9853	1	12.5	
2184	1	10.5	
681	0	8.0	
5726	1	12.5	
11423	0	8.75	
13138	1	10.5	
1863	1	11.0	
5715	0	10.0	
11713	0	10.0	
1850	0	9.5	
13208	1	10.25	
16879	0	6.5	
17598	1	9.5	
15083	1	10.5	
9860	1	13.125	
2460	1	28.5	
15782	1	9.5	
17299	0	9.25	
13509	1	8.25	
11012	1	10.5	
2019	1	9.0	
8818	0	8.0	
4314	1	10.75	
14461	1	10.5	
15980	1	13.0	
3061	1	9.0	
14360	1	13.75	
3418	1	23.25	
11911	1	9.5	
14500	1	10.25	
3007	1	11.0	
10290	1	10.5	
11870	1	9.25	
10591	1	11.5	
4372	1	10.5	
14201	1	10.25	
2406	1	35.25	
16918	1	10.0	
1998	1	9.5	
11672	1	10.5	
13369	0	7.5	
5773	1	10.5	
13468	0	9.5	
1836	1	10.5	
270	1	8.0	
11173	1	8.5	
12989	0	9.25	
9806	1	20.25	
14832	1	20.75	
9835	0	8.25	
5339	0	9.75	
5740	0	9.75	
1805	0	9.75	
13758	0	10.5	
11243	1	10.5	
11542	1	18.25	
13059	1	22.75	
5297	0	10.5	
2435	0	8.0	
4738	1	11.25	
14131	0	9.5	
459	1	10.5	
4341	0	9.5	
4696	0	9.0	
14630	0	9.5	
3034	1	15.25	
15010	0	9.5	
3156	0	9.5	
8881	1	21.75	
11780	0	3.5	
11081	0	9.25	
4223	1	10.5	
3481	0	10.0	
325	1	16.75	
15711	1	13.5	
15913	1	15.0	
2557	0	7.5	
10362	1	10.5	
12679	1	8.25	
11982	0	8.5	
12178	1	15.5	
1967	0	9.375	
10463	1	9.5	
5622	0	10.0	
2080	1	10.375	
9957	0	9.375	
9964	1	15.75	
5268	1	8.5	
17839	1	10.5	
1954	1	12.25	
12248	1	8.5	
10753	0	9.25	
5611	0	10.5	
10052	1	9.5	
12549	1	12.75	
2564	1	13.0	
4669	0	8.5	
15421	1	11.25	
4210	1	10.75	
10951	1	8.5	
15320	0	9.5	
3165	1	12.625	
3103	0	11.25	
15540	1	25.25	
417	1	12.125	
15241	0	10.0	
4276	0	9.5	
10830	1	10.375	
12329	0	8.5	
10632	0	4.0	
17958	0	8.0	
2502	1	8.125	
9902	1	12.75	
10133	0	10.75	
12428	1	17.25	
1932	1	8.5	
5677	1	15.25	
10203	1	8.0	
1901	0	7.5	
12718	1	8.5	
5644	1	14.5	
9931	0	9.5	
16088	0	8.75	
14593	1	13.0	
15872	0	10.25	
14292	1	9.5	
16789	1	11.875	
2531	1	10.25	
5393	1	8.5	
2148	0	9.375	
12019	0	9.5	
10502	1	23.5	
8949	0	9.5	
4245	0	4.25	
15171	1	10.5	
3130	0	6.0	
15670	0	9.5	
4792	1	17.75	
3549	0	9.25	
1689	0	9.875	
15654	0	7.5	
6452	15	183.625	
9717	1	18.125	
5862	1	24.0	
1727	1	10.5	
15155	1	10.25	
6185	1	10.5	
801	1	11.5	
7053	1	10.5	
10526	0	9.5	
8316	1	9.25	
10227	1	11.75	
7584	0	9.25	
15856	1	21.25	
14687	1	9.25	
8325	0	9.5	
4829	0	2.75	
10117	0	9.5	
7060	1	16.25	
4987	0	8.0	
10616	1	9.25	
14186	1	12.0	
7419	1	10.0	
5851	0	9.25	
1714	0	8.5	
15265	0	10.25	
10814	1	10.25	
85	1	27.75	
9724	0	9.5	
39	1	11.875	
6461	0	9.75	
15564	1	8.5	
6018	0	9.75	
14885	1	8.5	
6407	0	9.5	
10975	1	14.75	
11494	1	10.5	
15304	0	7.5	
9295	1	9.75	
5999	1	11.5	
5837	1	31.375	
1772	1	6.875	
15405	1	10.375	
11395	0	9.25	
9742	1	9.5	
7006	1	20.5	
10076	0	9.25	
8694	1	8.25	
730	1	10.25	
8343	1	8.5	
10777	0	10.5	
8370	0	6.5	
10447	0	9.75	
8709	0	8.25	
15937	1	10.0	
7035	1	10.5	
10346	1	10.375	
1338	1	9.25	
18488	0	9.25	
9771	1	9.5	
119	1	8.5	
9308	0	9.25	
5804	1	10.5	
1741	0	8.75	
15735	1	9.25	
15034	0	9.5	
6434	0	9.5	
18389	1	15.375	
1296	0	10.25	
18848	1	7.25	
10184	0	9.75	
6556	1	15.25	
14614	0	9.25	
6081	1	8.5	
14115	0	9.25	
1623	0	9.5	
5966	1	11.75	
665	1	15.25	
9613	1	9.5	
10685	1	12.75	
10887	1	20.75	
11566	0	10.0	
7157	0	9.0	
14816	0	43.75	
7480	1	10.0	
11267	0	7.0	
8212	0	6.5	
8221	0	6.5	
8658	1	10.5	
11656	0	8.5	
4883	1	10.5	
7164	2	34.25	
9620	0	10.25	
11854	1	17.5	
1269	0	9.0	
14225	0	7.5	
1610	0	9.5	
9259	0	10.0	
5955	1	16.0	
14524	1	18.25	
6565	0	9.5	
9391	1	7.75	
954	1	8.25	
14344	1	13.0	
11935	0	9.25	
6503	1	17.5	
157	1	11.25	
9646	1	8.75	
14445	1	8.75	
294	1	17.5	
1676	1	13.25	
5933	0	9.0	
8790	1	12.0	
11036	1	8.375	
7102	1	9.5	
11737	0	9.25	
8247	0	8.75	
15397	0	10.25	
11407	1	11.0	
8274	1	12.625	
4978	1	11.875	
11306	0	9.5	
7548	0	6.5	
15496	0	10.75	
14977	1	9.25	
14775	1	10.5	
1645	0	2.5	
5900	0	9.0	
9675	0	9.0	
18929	0	9.75	
1392	1	9.5	
6530	1	10.5	
6149	1	22.25	
14074	1	8.5	
9166	1	9.75	
1156	0	9.375	
18773	0	10.0	
13645	1	8.375	
13144	1	11.25	
18072	0	9.25	
926	0	10.0	
125	0	9.25	
6223	0	9.75	
1481	1	7.75	
8567	1	11.5	
16537	0	10.75	
13847	1	9.5	
18971	0	9.25	
7622	1	10.5	
16236	0	9.5	
3967	1	17.75	
7611	0	9.5	
16106	1	8.5	
3954	1	8.0	
8083	1	13.0	
12696	1	19.75	
7268	1	10.5	
12197	0	8.5	
8554	0	9.0	
16607	1	17.75	
6210	1	9.25	
16805	1	12.25	
18342	0	9.5	
6669	1	10.5	
9482	0	10.0	
2882	0	9.25	
1165	1	9.25	
12894	1	18.25	
18443	0	7.5	
13575	0	10.0	
9155	1	12.5	
617	0	10.25	
18223	1	9.5	
1103	1	15.75	
13315	0	7.0	
17485	0	9.5	
16964	1	10.125	
9133	0	6.25	
6276	0	10.25	
17384	1	8.5	
13414	1	12.0	
18522	1	8.75	
8532	0	9.0	
16067	0	8.5	
7677	1	12.375	
16766	1	10.375	
3932	1	16.75	
7644	1	9.375	
16456	0	9.25	
3901	0	9.5	
8501	0	4.375	
16357	0	9.75	
7393	0	9.75	
18810	1	17.5	
8178	0	8.75	
13926	0	10.0	
13724	1	12.25	
18612	1	15.0	
2979	1	18.5	
6245	1	10.5	
1549	0	7.5	
9100	0	9.25	
9579	1	9.5	
18113	0	9.75	
1130	1	8.5	
13025	1	9.0	
6792	1	9.0	
12605	1	11.5	
1052	0	9.0	
9062	1	8.375	
6289	1	9.5	
16195	0	9.375	
16694	0	9.25	
1585	1	15.25	
6327	1	8.25	
12104	1	18.25	
7688	1	12.0	
17577	0	9.5	
8463	0	9.75	
3863	1	12.5	
17276	0	9.75	
7726	0	9.0	
481	0	11.25	
12807	0	9.0	
8187	0	10.0	
3850	0	9.0	
17146	1	10.5	
7715	0	9.25	
17647	1	10.0	
8450	1	9.75	
8029	1	10.375	
9586	1	26.5	
2828	0	9.375	
12234	0	9.75	
17845	1	10.5	
6314	0	9.25	
9051	1	15.0	
1418	0	7.0	
968	1	10.25	
12535	0	9.75	
1061	1	9.5	
9428	1	8.25	
2986	0	10.5	
9037	0	8.25	
17924	0	10.0	
12355	0	9.75	
1007	0	8.5	
12454	1	11.5	
18883	0	9.0	
6372	0	9.5	
9199	1	8.0	
3998	0	8.5	
17027	1	28.0	
8436	0	8.75	
18681	0	8.25	
873	1	9.5	
18180	1	10.375	
3836	1	26.0	
17726	1	9.5	
8598	0	9.0	
7773	2	42.25	
3805	1	10.5	
17416	1	12.0	
7740	1	8.25	
7339	0	10.5	
13386	0	7.0	
12966	0	8.75	
13487	1	11.75	
7297	1	9.5	
17317	1	8.5	
8405	1	8.25	
6341	0	9.5	
659	1	23.5	
6738	1	9.5	
12764	1	9.25	
6696	0	6.75	
12065	1	10.75	
1034	0	9.5	
9004	1	10.25	
15846	0	8.75	
7585	1	14.125	
8317	1	12.75	
10237	0	7.5	
10536	1	12.0	
7052	0	8.5	
281	1	8.5	
1726	1	15.5	
15145	1	10.5	
6184	1	10.25	
5863	1	13.75	
9716	0	9.5	
6453	0	9.5	
142	1	12.0	
1688	1	12.25	
15644	1	10.5	
941	0	10.25	
15574	1	16.5	
6019	0	9.75	
14895	0	9.5	
6460	0	10.0	
9725	1	12.0	
10804	1	10.5	
1715	1	15.5	
15275	1	23.0	
5850	1	18.25	
7418	0	8.5	
14196	0	9.5	
4986	0	6.75	
10606	1	10.5	
7061	1	12.0	
4828	0	9.5	
91	1	19.375	
8324	1	11.0	
10107	0	8.0	
14697	0	5.5	
8342	1	10.25	
10767	1	10.75	
8695	1	11.625	
10066	1	10.75	
7007	1	11.625	
9743	0	9.5	
11385	1	12.5	
1773	0	9.5	
15415	1	10.5	
5836	1	10.0	
670	0	10.0	
5998	1	9.25	
9294	1	16.125	
15314	1	8.5	
6406	1	9.5	
10965	1	11.0	
11484	0	8.5	
18399	1	8.5	
6435	0	12.0	
1297	1	9.25	
15024	0	9.75	
1740	1	27.375	
15725	1	10.5	
5805	0	9.75	
9309	1	9.5	
9770	1	11.75	
18498	1	11.0	
1339	0	9.25	
10356	1	10.5	
7034	1	13.25	
15927	0	10.5	
8708	0	9.5	
8371	1	9.25	
10457	1	26.5	
11277	1	10.75	
8213	1	8.25	
7481	0	9.5	
725	1	10.75	
14806	1	11.375	
10897	1	17.25	
11576	1	10.375	
10695	1	11.0	
9612	0	9.5	
5967	1	22.75	
6080	0	9.5	
14105	1	10.5	
1622	0	10.0	
14604	1	13.25	
18858	1	30.625	
10194	1	17.0	
6557	0	10.25	
6564	1	10.5	
14534	0	8.5	
5954	0	9.5	
9258	1	12.25	
14235	1	13.25	
1611	0	11.0	
11844	1	8.5	
1268	1	11.0	
9621	1	13.5	
7165	1	12.375	
11646	1	11.5	
4882	1	9.0	
8659	0	9.75	
11147	1	10.5	
8220	1	11.0	
11727	0	8.5	
8246	1	10.25	
7103	0	6.5	
11026	1	9.0	
8791	1	8.5	
814	0	6.5	
5932	0	10.0	
14455	1	8.5	
1677	1	13.375	
9647	1	11.75	
11925	1	10.5	
6502	0	3.25	
14354	1	8.5	
9390	1	10.75	
6148	1	9.25	
14064	1	11.75	
1393	1	10.75	
6531	1	13.625	
18939	1	11.75	
9674	0	9.5	
5901	1	10.5	
14765	1	12.25	
1644	1	33.25	
15486	1	9.5	
14967	1	10.5	
7549	1	8.0	
7130	1	9.875	
11316	1	14.75	
11417	0	8.25	
4979	0	9.25	
8275	1	8.5	
15387	0	9.25	
16226	0	9.0	
3966	1	10.5	
7623	0	7.0	
866	0	10.0	
13857	0	9.0	
18961	1	11.5	
8566	1	8.5	
16527	1	11.25	
6222	1	8.5	
1480	1	11.5	
13154	1	12.5	
18062	1	16.25	
1157	1	10.5	
18763	1	10.5	
13655	1	8.5	
9167	1	8.25	
9154	0	9.0	
1164	0	9.5	
18453	1	8.5	
12884	0	3.25	
13565	0	9.75	
2883	0	9.0	
9483	1	23.75	
13264	1	8.25	
18352	0	8.25	
6668	0	9.25	
6211	1	17.75	
16815	1	10.5	
8555	1	11.25	
16617	1	10.5	
12187	0	9.0	
7269	1	13.25	
8082	1	9.5	
12686	1	10.5	
16116	1	13.25	
3955	0	9.0	
7610	0	9.25	
16776	1	10.5	
3933	1	8.5	
7676	0	9.375	
494	1	7.75	
8533	0	5.25	
16077	1	22.75	
757	1	13.25	
13404	0	8.5	
18532	1	11.0	
6277	1	21.5	
17394	1	9.5	
9132	1	10.0	
17495	1	9.5	
16974	1	38.375	
18233	1	10.5	
1102	0	10.0	
13305	1	8.5	
18103	1	10.5	
1131	0	9.5	
13035	0	10.5	
6793	0	7.0	
9578	1	9.5	
9101	1	9.5	
1548	1	9.5	
6244	1	10.75	
2978	1	10.5	
13734	0	9.5	
18602	1	23.25	
18800	1	18.5	
8179	1	21.0	
13936	1	10.5	
7392	0	10.0	
8500	0	9.0	
16347	0	9.75	
16446	0	11.0	
3900	1	12.0	
7645	0	11.5	
12817	1	11.75	
7727	1	9.5	
3862	1	13.75	
17266	0	8.5	
16886	0	8.75	
8462	1	12.5	
7689	1	10.5	
12114	0	9.5	
16684	1	10.25	
1584	1	10.5	
6326	0	9.25	
6288	1	8.5	
16185	0	9.5	
9063	0	9.5	
602	0	9.25	
12615	1	10.5	
1053	1	9.25	
9429	1	22.0	
2987	0	5.5	
12525	0	3.25	
1060	0	9.5	
1419	1	14.75	
9050	0	9.75	
17855	0	9.5	
6315	1	11.0	
9587	0	6.5	
2829	1	12.0	
8028	1	9.25	
59	1	8.25	
17657	1	9.5	
8451	0	9.75	
828	1	9.75	
7714	1	9.5	
3851	1	12.0	
17156	1	11.75	
8186	1	15.125	
7772	1	43.75	
3837	1	9.25	
17736	1	14.0	
8599	1	16.5	
18190	1	8.0	
3999	1	10.5	
17037	1	10.375	
8437	1	13.25	
130	0	6.5	
9198	1	11.75	
6373	0	8.5	
933	0	8.75	
18893	0	10.25	
12444	0	9.75	
12345	0	9.375	
1006	0	6.5	
17934	1	18.0	
9036	1	10.25	
9005	1	10.5	
6697	1	10.75	
12075	0	9.5	
1035	0	10.5	
6739	1	8.5	
12774	1	15.25	
6340	0	10.0	
17307	0	9.5	
8404	0	9.5	
7296	1	26.5	
12976	1	19.75	
13497	1	9.375	
13396	1	8.25	
7338	1	15.5	
7741	0	9.5	
3804	0	9.5	
719	1	17.625	
17406	1	12.875	
525	0	7.25	
18284	1	14.0	
5481	0	10.0	
2223	1	10.25	
17422	0	9.25	
15139	1	12.0	
15638	1	10.75	
17323	0	9.75	
5156	0	10.0	
12952	1	10.25	
18585	0	10.5	
4080	1	8.5	
12750	0	10.0	
3622	1	11.75	
7967	1	11.25	
4557	0	9.5	
12051	0	9.5	
12361	1	13.25	
17910	1	10.0	
4564	0	9.0	
3268	1	10.5	
13981	0	9.5	
12460	0	8.5	
3611	0	9.0	
7954	1	10.5	
13783	1	14.5	
11298	0	9.25	
15508	1	13.75	
17013	0	9.5	
6882	1	8.0	
5165	1	9.125	
2669	0	9.25	
17712	0	7.5	
15209	0	8.75	
11599	0	6.25	
13082	1	10.5	
10878	1	11.5	
2210	0	9.5	
14988	1	10.5	
15469	0	9.25	
17172	0	9.5	
2276	0	9.5	
10919	1	10.5	
17673	0	9.25	
217	0	10.0	
15368	1	15.5	
5103	0	3.25	
16590	1	9.25	
17871	0	6.25	
3677	1	11.5	
12200	0	8.875	
7932	1	12.5	
12501	1	10.5	
4502	1	9.5	
16291	0	9.5	
3393	0	7.5	
4531	1	9.5	
12631	0	8.25	
4148	0	9.25	
3644	0	8.5	
12130	0	8.5	
7901	1	11.5	
17543	0	8.0	
15058	0	9.5	
2792	1	9.5	
5130	1	18.0	
5549	0	9.75	
12833	1	9.25	
2245	0	9.25	
6979	1	8.5	
15759	1	8.5	
17242	1	14.0	
14179	1	11.0	
16462	1	9.5	
17983	1	12.0	
2327	0	9.25	
5585	0	10.75	
18824	1	8.5	
13912	0	8.0	
2289	0	8.5	
5052	0	9.5	
16363	0	6.25	
14678	1	10.5	
17080	1	13.625	
882	1	10.75	
3726	1	10.5	
13710	1	9.25	
4184	1	9.25	
18626	1	9.5	
18127	0	10.0	
13011	1	13.0	
342	1	10.0	
4453	1	19.0	
17781	1	7.75	
4460	1	8.75	
16950	1	9.5	
18217	0	9.5	
13321	0	8.75	
4019	1	21.5	
7850	0	8.0	
3715	1	27.125	
13420	0	9.375	
18516	1	15.375	
6986	1	9.5	
16053	1	10.5	
14548	1	14.0	
5418	1	8.25	
2314	0	10.0	
11838	1	9.5	
6828	1	9.75	
14249	1	14.5	
16752	1	11.5	
2372	1	10.5	
16132	1	9.375	
14429	0	10.75	
5007	1	10.0	
14328	0	9.75	
16633	0	9.25	
11959	0	9.25	
470	0	9.75	
7836	0	9.25	
13240	0	6.75	
3773	1	8.25	
18376	0	34.875	
16831	0	6.5	
4406	1	9.5	
18477	0	8.0	
13541	1	10.25	
7998	1	9.375	
18747	1	9.5	
13671	0	9.5	
4435	1	26.0	
3297	1	19.0	
3339	1	9.875	
7805	1	9.5	
13170	1	11.0	
3740	1	8.25	
18046	1	8.5	
12293	1	10.25	
10788	0	10.75	
999	0	9.75	
5034	1	15.5	
2696	0	9.5	
14018	0	10.5	
16503	1	9.5	
16202	0	9.5	
14719	0	9.5	
2738	1	11.75	
2341	0	8.25	
13873	1	9.5	
259	1	15.5	
10089	0	9.5	
12592	1	11.5	
18945	0	9.5	
11433	1	8.5	
1862	1	8.5	
13128	1	8.5	
2185	1	13.25	
5727	1	10.5	
9852	1	10.5	
14943	0	9.75	
2452	1	9.5	
5689	0	9.0	
13629	1	8.5	
11332	1	15.5	
3584	1	8.5	
4326	0	10.0	
3053	0	10.0	
14040	2	40.625	
402	1	19.5	
4288	0	10.5	
8984	1	11.5	
3419	0	12.0	
11901	0	10.25	
3060	1	10.25	
14370	1	11.75	
14471	0	9.5	
15990	0	9.5	
4315	1	32.5	
8819	1	43.625	
2018	1	13.5	
13519	1	15.625	
11002	1	8.5	
15792	1	8.5	
17289	1	10.5	
79	0	9.25	
2461	0	9.0	
9861	1	9.5	
16869	1	8.375	
17588	1	11.0	
15093	0	9.0	
11703	1	11.75	
13218	1	24.125	
1851	0	8.0	
5714	1	8.25	
9807	1	18.25	
1837	1	9.25	
13478	0	9.25	
11163	1	11.5	
12999	0	9.75	
5772	1	10.5	
1999	1	10.5	
11662	0	11.25	
13379	1	10.75	
16908	1	8.5	
2407	0	5.75	
14211	1	26.5	
11860	1	10.5	
10581	1	12.25	
4373	1	14.25	
330	0	9.5	
10280	0	10.5	
14510	1	7.5	
3006	0	9.5	
4697	1	8.5	
14620	0	9.5	
3035	1	10.5	
4340	1	10.5	
4739	0	10.0	
14121	0	9.75	
5296	0	9.5	
2434	0	9.25	
11552	0	10.25	
13049	0	9.25	
13748	1	9.0	
1804	0	4.25	
11253	0	9.0	
519	1	10.25	
5741	1	12.25	
5338	1	12.375	
9834	0	10.0	
14822	0	10.0	
9956	0	6.5	
5623	0	8.25	
2081	0	9.25	
11992	0	9.25	
1966	0	8.0	
12168	0	10.0	
265	0	9.375	
10473	0	3.0	
10372	0	9.75	
12669	0	9.5	
2556	1	11.0	
15903	1	13.0	
15701	0	2.25	
11091	1	9.25	
4222	1	10.5	
3480	0	7.25	
8880	1	9.25	
11790	1	11.75	
15000	0	9.75	
3157	0	9.25	
15330	1	8.25	
3164	1	10.75	
10941	1	9.5	
4211	0	9.5	
4668	1	22.25	
15431	1	8.5	
2565	1	9.0	
10042	1	21.375	
12559	1	9.25	
5610	1	17.0	
12258	1	23.25	
1955	1	9.25	
10743	0	9.375	
17829	1	10.5	
5269	0	10.0	
9965	1	9.5	
694	0	9.5	
5676	1	10.0	
10123	0	7.5	
1933	1	10.5	
12438	1	12.5	
9903	1	10.5	
2503	0	10.25	
17948	1	10.0	
557	0	9.0	
12339	1	10.5	
10622	0	9.5	
4277	1	13.0	
10820	1	25.25	
15251	1	10.0	
3102	0	8.5	
15550	0	9.5	
3548	1	12.375	
3131	1	8.5	
15660	0	10.75	
4793	1	17.0	
15161	1	18.75	
4244	0	9.375	
8948	1	19.0	
12009	1	8.25	
2149	1	10.375	
2530	1	10.25	
5392	1	10.5	
14282	0	9.5	
16799	0	9.5	
16098	1	21.25	
14583	0	10.25	
15862	1	9.25	
9930	1	9.125	
5645	1	10.5	
10213	1	10.5	
12708	1	11.75	
1900	1	27.0	
8326	1	10.25	
10127	1	16.75	
10626	1	19.875	
8288	0	6.5	
7063	0	5.25	
802	0	11.25	
1717	1	8.5	
15255	0	8.5	
5852	1	11.5	
9727	1	9.75	
10824	0	9.375	
6462	1	19.25	
9689	0	11.0	
15554	1	15.25	
15664	0	9.5	
6028	1	37.625	
6451	1	8.5	
628	0	9.5	
9714	1	13.5	
1724	1	17.5	
6186	0	9.25	
15165	1	8.5	
5861	1	11.75	
7429	1	10.75	
14286	0	9.5	
10516	1	8.5	
7050	1	8.5	
4819	1	28.0	
8315	1	12.5	
10217	1	10.5	
14587	0	9.0	
15866	0	28.125	
7587	1	10.75	
7198	0	8.75	
11996	0	9.5	
8373	0	12.0	
10477	0	9.25	
733	1	9.375	
15907	0	8.5	
10376	1	9.5	
7036	1	17.5	
9772	0	9.5	
6599	1	8.5	
11095	0	10.0	
1742	0	3.75	
15705	1	10.5	
5807	1	9.5	
15004	0	8.25	
6437	0	9.25	
11794	1	14.75	
1295	0	9.25	
10945	0	9.25	
18089	0	9.25	
6404	1	24.0	
9296	1	15.0	
15334	1	11.5	
1771	1	20.0	
15435	0	9.0	
5834	1	8.5	
9338	1	11.0	
9741	0	8.0	
919	0	10.5	
18788	1	10.5	
1308	1	10.0	
10046	1	10.5	
7005	0	8.75	
8697	0	10.0	
8739	1	10.5	
8340	1	19.5	
10747	1	9.5	
11167	2	34.25	
8222	1	11.5	
7167	1	11.125	
4880	1	12.75	
11666	0	9.5	
11864	0	10.5	
10585	1	11.0	
9623	0	9.0	
666	0	9.5	
5956	1	10.0	
14215	1	9.5	
1613	1	10.5	
14514	0	9.25	
10284	1	10.375	
6566	1	8.25	
18878	1	11.75	
6555	1	11.375	
14624	1	9.25	
5965	1	23.25	
9269	1	8.5	
14125	1	10.25	
6082	0	10.5	
1620	0	9.0	
1259	1	17.25	
9610	0	10.5	
7154	2	21.75	
11556	1	15.25	
7483	0	3.0	
8668	0	9.5	
14826	0	9.5	
11257	1	13.75	
8211	0	9.5	
11437	0	17.125	
8277	1	9.5	
7132	0	6.25	
11336	1	8.5	
14947	0	9.25	
5903	1	9.5	
14745	0	8.0	
1646	1	20.0	
297	0	9.375	
18919	1	10.5	
9676	0	9.5	
154	0	9.5	
1391	1	8.5	
6533	0	9.5	
957	1	10.5	
14044	1	12.75	
6179	0	9.5	
14374	1	21.0	
9392	1	12.75	
6500	1	8.25	
11905	0	6.5	
9645	1	19.5	
5930	0	2.75	
14475	0	9.75	
1675	1	18.25	
15994	0	17.0	
8793	1	12.25	
15796	1	7.75	
7578	0	9.5	
7101	0	9.25	
11006	0	8.5	
11707	0	10.0	
4948	1	8.25	
8244	1	10.5	
15097	1	18.0	
16136	1	20.75	
3957	1	15.0	
7612	1	26.5	
8080	1	16.5	
8557	1	8.5	
16637	1	18.0	
16835	1	11.0	
6213	0	9.25	
126	0	10.25	
9481	1	25.0	
13244	1	10.5	
925	0	8.25	
18372	1	9.25	
18473	1	12.75	
1166	1	10.5	
13545	1	30.25	
2881	0	9.0	
9156	0	6.25	
9165	1	10.5	
18743	0	6.25	
1155	0	8.5	
13675	1	9.5	
13174	1	14.0	
6659	1	16.75	
18042	1	8.5	
6220	1	14.0	
1482	1	10.75	
8564	0	10.0	
16507	1	12.5	
12297	0	3.0	
7258	0	9.5	
13877	0	9.5	
12596	1	11.5	
18941	1	11.5	
16206	1	11.25	
3964	1	8.5	
7621	1	27.875	
16466	1	12.0	
17987	1	9.25	
3902	1	13.0	
7647	0	9.0	
8502	0	9.5	
16367	1	16.625	
18820	1	9.5	
13916	0	9.5	
7390	1	10.5	
13714	1	10.375	
18622	1	15.375	
6246	1	10.625	
17084	0	11.0	
9103	1	12.25	
17785	1	9.0	
1133	1	18.25	
18123	1	10.75	
6791	1	13.25	
13015	1	12.0	
614	1	14.5	
1100	0	10.5	
18213	1	11.25	
13325	0	9.5	
9549	0	9.75	
9130	0	10.0	
16954	0	8.0	
1579	1	21.75	
6275	1	14.5	
2949	0	9.5	
13424	0	9.25	
8148	0	9.5	
8531	1	37.875	
16057	0	5.5	
16756	0	6.5	
3931	1	10.5	
7674	1	15.0	
8184	1	8.5	
482	1	7.75	
7716	1	22.0	
3853	1	9.75	
17176	0	9.5	
17677	2	39.75	
8453	0	10.0	
741	1	11.375	
12204	0	9.5	
9585	1	8.5	
16594	0	9.5	
6317	0	9.25	
17875	1	8.5	
16295	1	11.75	
9052	1	9.5	
2985	1	15.75	
12505	1	4.25	
1062	1	9.0	
9418	1	10.75	
168	0	9.0	
12635	1	10.25	
1051	1	10.5	
1428	1	8.0	
9061	1	8.5	
1586	1	37.25	
6324	1	14.875	
71	0	9.0	
12134	0	8.75	
2818	0	9.5	
8019	1	9.0	
17547	0	9.25	
8460	1	8.5	
7725	1	11.875	
3860	0	8.0	
17246	1	9.5	
12837	0	5.75	
7743	0	9.25	
3806	0	9.5	
17426	1	14.0	
870	0	11.375	
7294	1	12.5	
12956	0	8.0	
18581	1	9.0	
17327	0	6.75	
8406	0	8.5	
6342	0	9.5	
1199	0	6.75	
12754	0	8.375	
12055	1	19.0	
6695	1	11.75	
1037	0	8.25	
9007	1	18.5	
17914	1	10.0	
9034	1	15.5	
12365	0	4.5	
599	1	10.5	
1004	0	9.5	
6708	1	10.25	
13985	1	10.5	
12464	0	9.5	
6371	1	29.25	
17017	1	12.0	
8435	1	8.0	
13787	0	8.75	
13086	1	9.0	
7309	1	10.5	
7770	1	10.5	
3835	1	8.25	
17716	0	6.0	
18194	1	10.25	
