ParentPhenotyope MutantPhenotype proportion KC_col1 KC_col4 Conditional_Complexity
 1000110010000000 0100110000000000 0.0 20.00 20.00 37.50
 1000110010000000 1000100010000000 0.0918 20.00 16.00 32.50
 1000110010000000 0100110001000000 0.0 20.00 22.00 35.00
 1000110010000000 1000110000000000 0.0918 20.00 18.00 35.00
 1000110010000000 0100111000000000 0.0 20.00 20.00 37.50
 1000110010000000 1000110010000000 0.2485 20.00 20.00 30.00
 1000110010000000 0100111001000000 0.020758333333333333 20.00 20.00 37.50
 1000110010000000 0110111111110110 0.010408333333333334 20.00 24.00 45.00
 0100111001000000 0000000000000000 0.29825 20.00 4.00 25.00
 0100111001000000 1000000000000000 0.125 20.00 10.00 32.50
 0100111001000000 1100000000000000 0.0 20.00 12.00 35.00
 0100111001000000 1100110000000000 0.0 20.00 18.00 37.50
 0100111001000000 0100011111100010 0.0 20.00 24.00 45.00
 0100111001000000 0010111001110100 0.0 20.00 24.00 45.00
 0100111001000000 1000100000000000 0.0 20.00 16.00 35.00
 0100111001000000 1100010000000000 0.0 20.00 16.00 37.50
 0100111001000000 1110101011100000 0.0 20.00 20.00 42.50
 0100111001000000 1110000000000000 0.0 20.00 12.00 35.00
 0100111001000000 1100111001100000 0.0 20.00 20.00 37.50
 0100111001000000 0110111011000000 0.0 20.00 22.00 42.50
 0100111001000000 1100100000000000 0.0 20.00 16.00 32.50
 0100111001000000 1110010000000000 0.09475 20.00 18.00 35.00
 0100111001000000 1111111111111111 0.0 20.00 4.00 30.00
 0100111001000000 0100110000000000 0.0 20.00 20.00 37.50
 0100111001000000 1000100010000000 0.0 20.00 16.00 35.00
 0100111001000000 0100110001000000 0.09475 20.00 22.00 35.00
 0100111001000000 1000110000000000 0.0 20.00 18.00 40.00
 0100111001000000 0100111000000000 0.09475 20.00 20.00 35.00
 0100111001000000 1000110010000000 0.09475 20.00 20.00 35.00
 0100111001000000 0100111001000000 0.19775 20.00 20.00 30.00
 0100111001000000 0110111111110110 0.0 20.00 24.00 45.00
 1100000000000000 0000000000000000 0.28018333333333334 12.00 4.00 15.00
 1100000000000000 1000000000000000 0.1860375 12.00 10.00 17.50
 1100000000000000 1100000000000000 0.35387083333333336 12.00 12.00 20.00
 1100000000000000 1100110000000000 0.06367916666666666 12.00 18.00 27.50
 1100000000000000 0100011111100010 0.011495833333333334 12.00 24.00 35.00
 1100000000000000 0010111001110100 0.011133333333333334 12.00 24.00 37.50
 1100000000000000 1000100000000000 0.005845833333333333 12.00 16.00 22.50
 1100000000000000 1100010000000000 0.010479166666666666 12.00 16.00 25.00
 1100000000000000 1110101011100000 0.022308333333333333 12.00 20.00 32.50
 1100000000000000 1110000000000000 0.020745833333333335 12.00 12.00 20.00
 1100000000000000 1100111001100000 0.0002458333333333333 12.00 20.00 32.50
 1100000000000000 0110111011000000 0.0002708333333333333 12.00 22.00 32.50
 1100000000000000 1100100000000000 0.01095 12.00 16.00 25.00
 1100000000000000 1110010000000000 0.0 12.00 18.00 27.50
 1100000000000000 1111111111111111 0.0 12.00 4.00 20.00
 1100000000000000 0100110000000000 0.010645833333333334 12.00 20.00 27.50
 1100000000000000 1000100010000000 0.0009 12.00 16.00 25.00
 1100000000000000 0100110001000000 0.00015833333333333332 12.00 22.00 30.00
 1100000000000000 1000110000000000 0.0109 12.00 18.00 27.50
 1100000000000000 0100111000000000 0.0 12.00 20.00 27.50
 1100000000000000 1000110010000000 0.00015 12.00 20.00 30.00
 1100000000000000 0100111001000000 0.0 12.00 20.00 30.00
 1100000000000000 0110111111110110 0.0 12.00 24.00 35.00
 1100110000000000 0000000000000000 0.3747916666666667 18.00 4.00 22.50
 1100110000000000 1000000000000000 0.16752916666666667 18.00 10.00 27.50
 1100110000000000 1100000000000000 0.036254166666666664 18.00 12.00 30.00
 1100110000000000 1100110000000000 0.33722083333333336 18.00 18.00 27.50
 1100110000000000 0100011111100010 0.010225 18.00 24.00 42.50
 1100110000000000 0010111001110100 0.010141666666666667 18.00 24.00 40.00
 1100110000000000 1000100000000000 0.035908333333333334 18.00 16.00 30.00
 1100110000000000 1100010000000000 0.0007625 18.00 16.00 30.00
 1100110000000000 1110101011100000 0.0025625 18.00 20.00 40.00
 1100110000000000 1110000000000000 0.00031666666666666665 18.00 12.00 30.00
 1100110000000000 1100111001100000 0.00555 18.00 20.00 35.00
 1100110000000000 0110111011000000 0.005908333333333333 18.00 22.00 40.00
 1100110000000000 1100100000000000 0.0008125 18.00 16.00 30.00
 1100110000000000 1110010000000000 5.4166666666666664e-05 18.00 18.00 32.50
 1100110000000000 1111111111111111 0.008595833333333334 18.00 4.00 27.50
 1100110000000000 0100110000000000 0.000825 18.00 20.00 27.50
 1100110000000000 1000100010000000 0.00029583333333333333 18.00 16.00 30.00
 1100110000000000 0100110001000000 7.083333333333334e-05 18.00 22.00 32.50
 1100110000000000 1000110000000000 0.0008208333333333334 18.00 18.00 32.50
 1100110000000000 0100111000000000 2.9166666666666666e-05 18.00 20.00 32.50
 1100110000000000 1000110010000000 7.916666666666666e-05 18.00 20.00 35.00
 1100110000000000 0100111001000000 0.0 18.00 20.00 35.00
 1100110000000000 0110111111110110 0.0012458333333333334 18.00 24.00 42.50
 0100011111100010 0000000000000000 0.4937125 24.00 4.00 30.00
 0100011111100010 1000000000000000 0.0861875 24.00 10.00 35.00
 0100011111100010 1100000000000000 0.06527916666666667 24.00 12.00 37.50
 0100011111100010 1100110000000000 0.10645833333333334 24.00 18.00 40.00
 0100011111100010 0100011111100010 0.13024166666666667 24.00 24.00 35.00
 0100011111100010 0010111001110100 0.004670833333333333 24.00 24.00 47.50
 0100011111100010 1000100000000000 0.064425 24.00 16.00 35.00
 0100011111100010 1100010000000000 0.0026875 24.00 16.00 35.00
 0100011111100010 1110101011100000 0.006758333333333333 24.00 20.00 42.50
 0100011111100010 1110000000000000 0.005216666666666666 24.00 12.00 37.50
 0100011111100010 1100111001100000 0.0 24.00 20.00 42.50
 0100011111100010 0110111011000000 0.0 24.00 22.00 47.50
 0100011111100010 1100100000000000 0.0025916666666666666 24.00 16.00 40.00
 0100011111100010 1110010000000000 0.0 24.00 18.00 40.00
 0100011111100010 1111111111111111 0.010875 24.00 4.00 35.00
 0100011111100010 0100110000000000 0.0026541666666666667 24.00 20.00 42.50
 0100011111100010 1000100010000000 0.005204166666666667 24.00 16.00 37.50
 0100011111100010 0100110001000000 0.0 24.00 22.00 40.00
 0100011111100010 1000110000000000 0.0025958333333333332 24.00 18.00 37.50
 0100011111100010 0100111000000000 0.0 24.00 20.00 42.50
 0100011111100010 1000110010000000 0.0 24.00 20.00 40.00
 0100011111100010 0100111001000000 0.0 24.00 20.00 42.50
 0100011111100010 0110111111110110 0.010441666666666667 24.00 24.00 45.00
 0010111001110100 0000000000000000 0.493525 24.00 4.00 32.50
 0010111001110100 1000000000000000 0.08600416666666667 24.00 10.00 32.50
 0010111001110100 1100000000000000 0.06425833333333333 24.00 12.00 35.00
 0010111001110100 1100110000000000 0.1060375 24.00 18.00 37.50
 0010111001110100 0100011111100010 0.004804166666666667 24.00 24.00 47.50
 0010111001110100 0010111001110100 0.13085 24.00 24.00 35.00
 0010111001110100 1000100000000000 0.06550416666666667 24.00 16.00 37.50
 0010111001110100 1100010000000000 0.0025166666666666666 24.00 16.00 37.50
 0010111001110100 1110101011100000 0.006825 24.00 20.00 37.50
 0010111001110100 1110000000000000 0.005470833333333334 24.00 12.00 35.00
 0010111001110100 1100111001100000 0.0 24.00 20.00 37.50
 0010111001110100 0110111011000000 0.0 24.00 22.00 45.00
 0010111001110100 1100100000000000 0.002616666666666667 24.00 16.00 37.50
 0010111001110100 1110010000000000 0.0 24.00 18.00 37.50
 0010111001110100 1111111111111111 0.011016666666666666 24.00 4.00 35.00
 0010111001110100 0100110000000000 0.002533333333333333 24.00 20.00 40.00
 0010111001110100 1000100010000000 0.005141666666666667 24.00 16.00 37.50
 0010111001110100 0100110001000000 0.0 24.00 22.00 40.00
 0010111001110100 1000110000000000 0.00265 24.00 18.00 40.00
 0010111001110100 0100111000000000 0.0 24.00 20.00 40.00
 0010111001110100 1000110010000000 0.0 24.00 20.00 40.00
 0010111001110100 0100111001000000 0.0 24.00 20.00 42.50
 0010111001110100 0110111111110110 0.010245833333333332 24.00 24.00 47.50
 1000100000000000 0000000000000000 0.28100416666666667 16.00 4.00 20.00
 1000100000000000 1000000000000000 0.18710833333333332 16.00 10.00 25.00
 1000100000000000 1100000000000000 0.005241666666666667 16.00 12.00 30.00
 1000100000000000 1100110000000000 0.0627125 16.00 18.00 32.50
 1000100000000000 0100011111100010 0.010958333333333334 16.00 24.00 40.00
